time,stress,dose,strain,mean,sd
0,AMP,0,MC1061,0.015,0.001154700538
0,AMP,0,MC-SCFP3A,0.014,0.001154700538
0,AMP,0,VIPdeltaRecA,0.01466666667,0.001201850425
0,AMP,0,VIP205,0.01533333333,0.0003333333333
0,AMP,0.25,MC1061,0.01366666667,0.001452966315
0,AMP,0.25,MC-SCFP3A,0.01266666667,0.001452966315
0,AMP,0.25,VIP205,0.015,0
0,AMP,0.5,MC1061,0.014,0.0005773502692
0,AMP,0.5,MC-SCFP3A,0.012,0.001
0,AMP,0.5,VIP205,0.01466666667,0.0003333333333
0,AMP,1,MC1061,0.01366666667,0.001201850425
0,AMP,1,MC-SCFP3A,0.014,0.001154700538
0,AMP,1,VIPdeltaRecA,0.099375,0.005447599406
0,AMP,1,VIP205,0.01433333333,0.0006666666667
0,AMP,1.5,MC1061,0.01666666667,0.001855921454
0,AMP,1.5,MC-SCFP3A,0.01366666667,0.0008819171037
0,AMP,1.5,VIP205,0.01433333333,0.0008819171037
0,AMP,2,MC1061,0.01566666667,0.001452966315
0,AMP,2,MC-SCFP3A,0.01433333333,0.0008819171037
0,AMP,2,VIPdeltaRecA,0.1025,0.01315023085
0,AMP,2,VIP205,0.01366666667,0.0003333333333
0,AMP,2.5,MC1061,0.01666666667,0.001201850425
0,AMP,2.5,MC-SCFP3A,0.01533333333,0.0003333333333
0,AMP,2.5,VIP205,0.01266666667,0.0008819171037
0,AMP,3,VIPdeltaRecA,0.114125,0.01875541588
0,AMP,4,VIPdeltaRecA,0.108625,0.01581018828
0,AMP,5,MC1061,0.01633333333,0.0003333333333
0,AMP,5,MC-SCFP3A,0.014,0.001527525232
0,AMP,5,VIPdeltaRecA,0.09725,0.01217982817
0,AMP,5,VIP205,0.01466666667,0.0003333333333
0,Cd,0,MC1061,0.01433333333,0.0006666666667
0,Cd,0,MC-SCFP3A,0.015,0.001
0,Cd,0,VIPdeltaRecA,0.014,0
0,Cd,0,VIP205,0.01633333333,0.001201850425
0,Cd,0.025,MC1061,0.01366666667,0.0008819171037
0,Cd,0.025,MC-SCFP3A,0.01433333333,0.0003333333333
0,Cd,0.025,VIP205,0.01433333333,0.0003333333333
0,Cd,0.05,MC1061,0.01366666667,0.0003333333333
0,Cd,0.05,MC-SCFP3A,0.01666666667,0.001201850425
0,Cd,0.05,VIPdeltaRecA,0.0785,0.004960558724
0,Cd,0.05,VIP205,0.01433333333,0.0003333333333
0,Cd,0.1,MC1061,0.01566666667,0.0008819171037
0,Cd,0.1,MC-SCFP3A,0.01833333333,0.001452966315
0,Cd,0.1,VIPdeltaRecA,0.09475,0.01040389693
0,Cd,0.1,VIP205,0.016,0
0,Cd,0.15,MC1061,0.01666666667,0.001201850425
0,Cd,0.15,MC-SCFP3A,0.02066666667,0.002333333333
0,Cd,0.15,VIPdeltaRecA,0.085,0.008847921467
0,Cd,0.15,VIP205,0.01633333333,0.0003333333333
0,Cd,0.2,MC1061,0.018,0.0005773502692
0,Cd,0.2,MC-SCFP3A,0.024,0.001
0,Cd,0.2,VIPdeltaRecA,0.110375,0.02126527812
0,Cd,0.2,VIP205,0.01666666667,0.0003333333333
0,Cd,0.25,MC1061,0.01933333333,0.001333333333
0,Cd,0.25,MC-SCFP3A,0.02366666667,0.0006666666667
0,Cd,0.25,VIPdeltaRecA,0.082375,0.004313341015
0,Cd,0.25,VIP205,0.016,0.0005773502692
0,Cd,0.3,VIPdeltaRecA,0.0885,0.003401680257
0,Cd,0.35,VIPdeltaRecA,0.08325,0.003702074708
0,Cd,0.4,VIPdeltaRecA,0.09275,0.00175
0,Cd,0.45,MC1061,0.02333333333,0.00202758751
0,Cd,0.45,MC-SCFP3A,0.02566666667,0.0003333333333
0,Cd,0.45,VIPdeltaRecA,0.0965625,0.003548437156
0,Cd,0.45,VIP205,0.01866666667,0.0006666666667
0.3333333333,AMP,0,MC1061,0.01333333333,0.0008819171037
0.3333333333,AMP,0,MC-SCFP3A,0.01266666667,0.0008819171037
0.3333333333,AMP,0,VIPdeltaRecA,0.017,0.002
0.3333333333,AMP,0,VIP205,0.01766666667,0.0006666666667
0.3333333333,AMP,0.25,MC1061,0.012,0.001154700538
0.3333333333,AMP,0.25,MC-SCFP3A,0.01166666667,0.001452966315
0.3333333333,AMP,0.25,VIP205,0.01833333333,0.0003333333333
0.3333333333,AMP,0.5,MC1061,0.01266666667,0.0003333333333
0.3333333333,AMP,0.5,MC-SCFP3A,0.01166666667,0.001201850425
0.3333333333,AMP,0.5,VIP205,0.01733333333,0.0003333333333
0.3333333333,AMP,1,MC1061,0.01266666667,0.001201850425
0.3333333333,AMP,1,MC-SCFP3A,0.013,0.001154700538
0.3333333333,AMP,1,VIPdeltaRecA,0.09725,0.003103857048
0.3333333333,AMP,1,VIP205,0.01666666667,0.0003333333333
0.3333333333,AMP,1.5,MC1061,0.01566666667,0.00202758751
0.3333333333,AMP,1.5,MC-SCFP3A,0.01233333333,0.001201850425
0.3333333333,AMP,1.5,VIP205,0.01633333333,0.0008819171037
0.3333333333,AMP,2,MC1061,0.01366666667,0.0008819171037
0.3333333333,AMP,2,MC-SCFP3A,0.01333333333,0.0008819171037
0.3333333333,AMP,2,VIPdeltaRecA,0.108875,0.01426338657
0.3333333333,AMP,2,VIP205,0.016,0.0005773502692
0.3333333333,AMP,2.5,MC1061,0.01533333333,0.001452966315
0.3333333333,AMP,2.5,MC-SCFP3A,0.01433333333,0.0003333333333
0.3333333333,AMP,2.5,VIP205,0.01466666667,0.0008819171037
0.3333333333,AMP,3,VIPdeltaRecA,0.10075,0.003711709271
0.3333333333,AMP,4,VIPdeltaRecA,0.119125,0.01536977263
0.3333333333,AMP,5,MC1061,0.015,0
0.3333333333,AMP,5,MC-SCFP3A,0.01333333333,0.001201850425
0.3333333333,AMP,5,VIPdeltaRecA,0.1045,0.01117235108
0.3333333333,AMP,5,VIP205,0.01933333333,0.0006666666667
0.3333333333,Cd,0,MC1061,0.016,0.001
0.3333333333,Cd,0,MC-SCFP3A,0.016,0.001
0.3333333333,Cd,0,VIPdeltaRecA,0.01866666667,0.0006666666667
0.3333333333,Cd,0,VIP205,0.022,0.002
0.3333333333,Cd,0.025,MC1061,0.01466666667,0.0008819171037
0.3333333333,Cd,0.025,MC-SCFP3A,0.016,0.0005773502692
0.3333333333,Cd,0.025,VIP205,0.01866666667,0.0003333333333
0.3333333333,Cd,0.05,MC1061,0.01433333333,0.0003333333333
0.3333333333,Cd,0.05,MC-SCFP3A,0.01866666667,0.001201850425
0.3333333333,Cd,0.05,VIPdeltaRecA,0.089125,0.003335081387
0.3333333333,Cd,0.05,VIP205,0.01666666667,0.0003333333333
0.3333333333,Cd,0.1,MC1061,0.017,0.001
0.3333333333,Cd,0.1,MC-SCFP3A,0.02,0.001527525232
0.3333333333,Cd,0.1,VIPdeltaRecA,0.098625,0.01042136799
0.3333333333,Cd,0.1,VIP205,0.01733333333,0.0003333333333
0.3333333333,Cd,0.15,MC1061,0.017,0.001527525232
0.3333333333,Cd,0.15,MC-SCFP3A,0.02133333333,0.00240370085
0.3333333333,Cd,0.15,VIPdeltaRecA,0.08225,0.00353427099
0.3333333333,Cd,0.15,VIP205,0.01666666667,0.0003333333333
0.3333333333,Cd,0.2,MC1061,0.01833333333,0.0008819171037
0.3333333333,Cd,0.2,MC-SCFP3A,0.02466666667,0.001201850425
0.3333333333,Cd,0.2,VIPdeltaRecA,0.082125,0.003032193336
0.3333333333,Cd,0.2,VIP205,0.01766666667,0.0003333333333
0.3333333333,Cd,0.25,MC1061,0.019,0.001527525232
0.3333333333,Cd,0.25,MC-SCFP3A,0.02366666667,0.0003333333333
0.3333333333,Cd,0.25,VIPdeltaRecA,0.0815,0.003438230442
0.3333333333,Cd,0.25,VIP205,0.01666666667,0.0003333333333
0.3333333333,Cd,0.3,VIPdeltaRecA,0.083375,0.002170726508
0.3333333333,Cd,0.35,VIPdeltaRecA,0.081625,0.001700183814
0.3333333333,Cd,0.4,VIPdeltaRecA,0.08475,0.001578312842
0.3333333333,Cd,0.45,MC1061,0.024,0.001732050808
0.3333333333,Cd,0.45,MC-SCFP3A,0.02566666667,0.0003333333333
0.3333333333,Cd,0.45,VIPdeltaRecA,0.0853125,0.001980569678
0.3333333333,Cd,0.45,VIP205,0.01833333333,0.0008819171037
0.6666666667,AMP,0,MC1061,0.01966666667,0.001201850425
0.6666666667,AMP,0,MC-SCFP3A,0.017,0.002081665999
0.6666666667,AMP,0,VIPdeltaRecA,0.02366666667,0.004176654695
0.6666666667,AMP,0,VIP205,0.027,0.001
0.6666666667,AMP,0.25,MC1061,0.018,0.001732050808
0.6666666667,AMP,0.25,MC-SCFP3A,0.01566666667,0.001452966315
0.6666666667,AMP,0.25,VIP205,0.03033333333,0.0003333333333
0.6666666667,AMP,0.5,MC1061,0.018,0.0005773502692
0.6666666667,AMP,0.5,MC-SCFP3A,0.01533333333,0.001333333333
0.6666666667,AMP,0.5,VIP205,0.02833333333,0.0008819171037
0.6666666667,AMP,1,MC1061,0.01766666667,0.001201850425
0.6666666667,AMP,1,MC-SCFP3A,0.01666666667,0.001201850425
0.6666666667,AMP,1,VIPdeltaRecA,0.12425,0.003260970495
0.6666666667,AMP,1,VIP205,0.02666666667,0.0003333333333
0.6666666667,AMP,1.5,MC1061,0.021,0.002081665999
0.6666666667,AMP,1.5,MC-SCFP3A,0.01666666667,0.001452966315
0.6666666667,AMP,1.5,VIP205,0.026,0.001732050808
0.6666666667,AMP,2,MC1061,0.01933333333,0.001201850425
0.6666666667,AMP,2,MC-SCFP3A,0.017,0.001
0.6666666667,AMP,2,VIPdeltaRecA,0.13425,0.0155307874
0.6666666667,AMP,2,VIP205,0.024,0.001527525232
0.6666666667,AMP,2.5,MC1061,0.02166666667,0.001201850425
0.6666666667,AMP,2.5,MC-SCFP3A,0.01866666667,0.0003333333333
0.6666666667,AMP,2.5,VIP205,0.02233333333,0.002333333333
0.6666666667,AMP,3,VIPdeltaRecA,0.12575,0.004604927485
0.6666666667,AMP,4,VIPdeltaRecA,0.144125,0.01579041018
0.6666666667,AMP,5,MC1061,0.02166666667,0.0003333333333
0.6666666667,AMP,5,MC-SCFP3A,0.017,0.001527525232
0.6666666667,AMP,5,VIPdeltaRecA,0.130625,0.01145010527
0.6666666667,AMP,5,VIP205,0.029,0.0005773502692
0.6666666667,Cd,0,MC1061,0.022,0.001
0.6666666667,Cd,0,MC-SCFP3A,0.022,0.002
0.6666666667,Cd,0,VIPdeltaRecA,0.02766666667,0.001763834207
0.6666666667,Cd,0,VIP205,0.03233333333,0.002728450924
0.6666666667,Cd,0.025,MC1061,0.01933333333,0.001201850425
0.6666666667,Cd,0.025,MC-SCFP3A,0.02,0.0005773502692
0.6666666667,Cd,0.025,VIP205,0.02566666667,0.001201850425
0.6666666667,Cd,0.05,MC1061,0.01766666667,0.0003333333333
0.6666666667,Cd,0.05,MC-SCFP3A,0.02233333333,0.001452966315
0.6666666667,Cd,0.05,VIPdeltaRecA,0.110375,0.003017434459
0.6666666667,Cd,0.05,VIP205,0.02033333333,0.0003333333333
0.6666666667,Cd,0.1,MC1061,0.02,0.001527525232
0.6666666667,Cd,0.1,MC-SCFP3A,0.023,0.002081665999
0.6666666667,Cd,0.1,VIPdeltaRecA,0.11525,0.01248963856
0.6666666667,Cd,0.1,VIP205,0.01866666667,0.0003333333333
0.6666666667,Cd,0.15,MC1061,0.01833333333,0.001452966315
0.6666666667,Cd,0.15,MC-SCFP3A,0.02333333333,0.00240370085
0.6666666667,Cd,0.15,VIPdeltaRecA,0.090125,0.003026298423
0.6666666667,Cd,0.15,VIP205,0.018,0.0005773502692
0.6666666667,Cd,0.2,MC1061,0.01866666667,0.0006666666667
0.6666666667,Cd,0.2,MC-SCFP3A,0.026,0.001527525232
0.6666666667,Cd,0.2,VIPdeltaRecA,0.088625,0.003629922766
0.6666666667,Cd,0.2,VIP205,0.018,0.0005773502692
0.6666666667,Cd,0.25,MC1061,0.019,0.001
0.6666666667,Cd,0.25,MC-SCFP3A,0.024,0.0005773502692
0.6666666667,Cd,0.25,VIPdeltaRecA,0.082875,0.003125
0.6666666667,Cd,0.25,VIP205,0.01733333333,0.0003333333333
0.6666666667,Cd,0.3,VIPdeltaRecA,0.084125,0.001976988149
0.6666666667,Cd,0.35,VIPdeltaRecA,0.0825,0.001267731382
0.6666666667,Cd,0.4,VIPdeltaRecA,0.087875,0.002294694969
0.6666666667,Cd,0.45,MC1061,0.02366666667,0.001763834207
0.6666666667,Cd,0.45,MC-SCFP3A,0.02566666667,0.0003333333333
0.6666666667,Cd,0.45,VIPdeltaRecA,0.0868125,0.001837613375
0.6666666667,Cd,0.45,VIP205,0.019,0.0005773502692
1,AMP,0,MC1061,0.023,0.001527525232
1,AMP,0,MC-SCFP3A,0.02133333333,0.002185812841
1,AMP,0,VIPdeltaRecA,0.03233333333,0.004841946349
1,AMP,0,VIP205,0.036,0.001
1,AMP,0.25,MC1061,0.02133333333,0.00240370085
1,AMP,0.25,MC-SCFP3A,0.02066666667,0.00202758751
1,AMP,0.25,VIP205,0.038,0.0005773502692
1,AMP,0.5,MC1061,0.02266666667,0.001201850425
1,AMP,0.5,MC-SCFP3A,0.01966666667,0.001201850425
1,AMP,0.5,VIP205,0.03333333333,0.001201850425
1,AMP,1,MC1061,0.02066666667,0.001201850425
1,AMP,1,MC-SCFP3A,0.02133333333,0.001452966315
1,AMP,1,VIPdeltaRecA,0.167,0.004183300133
1,AMP,1,VIP205,0.03033333333,0.0003333333333
1,AMP,1.5,MC1061,0.02466666667,0.00240370085
1,AMP,1.5,MC-SCFP3A,0.02166666667,0.001452966315
1,AMP,1.5,VIP205,0.03166666667,0.0008819171037
1,AMP,2,MC1061,0.02333333333,0.00202758751
1,AMP,2,MC-SCFP3A,0.022,0.001
1,AMP,2,VIPdeltaRecA,0.1785,0.01462629726
1,AMP,2,VIP205,0.03033333333,0.001201850425
1,AMP,2.5,MC1061,0.02433333333,0.00240370085
1,AMP,2.5,MC-SCFP3A,0.02333333333,0.0003333333333
1,AMP,2.5,VIP205,0.03233333333,0.001763834207
1,AMP,3,VIPdeltaRecA,0.169375,0.005662967105
1,AMP,4,VIPdeltaRecA,0.18875,0.01878900704
1,AMP,5,MC1061,0.02433333333,0.0008819171037
1,AMP,5,MC-SCFP3A,0.022,0.001527525232
1,AMP,5,VIPdeltaRecA,0.174875,0.00925518677
1,AMP,5,VIP205,0.03866666667,0.0006666666667
1,Cd,0,MC1061,0.02733333333,0.002728450924
1,Cd,0,MC-SCFP3A,0.02766666667,0.001666666667
1,Cd,0,VIPdeltaRecA,0.03433333333,0.001763834207
1,Cd,0,VIP205,0.04066666667,0.002962731472
1,Cd,0.025,MC1061,0.02333333333,0.001763834207
1,Cd,0.025,MC-SCFP3A,0.02433333333,0.0008819171037
1,Cd,0.025,VIP205,0.02933333333,0.0006666666667
1,Cd,0.05,MC1061,0.02,0.0005773502692
1,Cd,0.05,MC-SCFP3A,0.02566666667,0.001763834207
1,Cd,0.05,VIPdeltaRecA,0.143,0.002705813846
1,Cd,0.05,VIP205,0.02333333333,0.0003333333333
1,Cd,0.1,MC1061,0.022,0.001
1,Cd,0.1,MC-SCFP3A,0.026,0.002081665999
1,Cd,0.1,VIPdeltaRecA,0.136875,0.01488939879
1,Cd,0.1,VIP205,0.01966666667,0.0003333333333
1,Cd,0.15,MC1061,0.01933333333,0.001452966315
1,Cd,0.15,MC-SCFP3A,0.02433333333,0.00240370085
1,Cd,0.15,VIPdeltaRecA,0.097375,0.002692167873
1,Cd,0.15,VIP205,0.019,0.0005773502692
1,Cd,0.2,MC1061,0.01866666667,0.0006666666667
1,Cd,0.2,MC-SCFP3A,0.02666666667,0.001201850425
1,Cd,0.2,VIPdeltaRecA,0.09575,0.003687575665
1,Cd,0.2,VIP205,0.01866666667,0.0003333333333
1,Cd,0.25,MC1061,0.01933333333,0.001333333333
1,Cd,0.25,MC-SCFP3A,0.02433333333,0.0006666666667
1,Cd,0.25,VIPdeltaRecA,0.089875,0.003622536108
1,Cd,0.25,VIP205,0.01733333333,0.0003333333333
1,Cd,0.3,VIPdeltaRecA,0.0895,0.002087377028
1,Cd,0.35,VIPdeltaRecA,0.089125,0.001586072193
1,Cd,0.4,VIPdeltaRecA,0.09375,0.002201866092
1,Cd,0.45,MC1061,0.024,0.001732050808
1,Cd,0.45,MC-SCFP3A,0.02566666667,0.0003333333333
1,Cd,0.45,VIPdeltaRecA,0.093375,0.001529910128
1,Cd,0.45,VIP205,0.01866666667,0.0006666666667
1.333333333,AMP,0,MC1061,0.03666666667,0.002728450924
1.333333333,AMP,0,MC-SCFP3A,0.03333333333,0.004977728174
1.333333333,AMP,0,VIPdeltaRecA,0.042,0.007094598885
1.333333333,AMP,0,VIP205,0.04633333333,0.001855921454
1.333333333,AMP,0.25,MC1061,0.03166666667,0.00348010217
1.333333333,AMP,0.25,MC-SCFP3A,0.02933333333,0.003282952601
1.333333333,AMP,0.25,VIP205,0.05033333333,0.0003333333333
1.333333333,AMP,0.5,MC1061,0.02966666667,0.0003333333333
1.333333333,AMP,0.5,MC-SCFP3A,0.02666666667,0.002185812841
1.333333333,AMP,0.5,VIP205,0.04733333333,0.0008819171037
1.333333333,AMP,1,MC1061,0.02833333333,0.00240370085
1.333333333,AMP,1,MC-SCFP3A,0.02966666667,0.002333333333
1.333333333,AMP,1,VIPdeltaRecA,0.227,0.004101393491
1.333333333,AMP,1,VIP205,0.04333333333,0.001201850425
1.333333333,AMP,1.5,MC1061,0.032,0.003
1.333333333,AMP,1.5,MC-SCFP3A,0.02966666667,0.00202758751
1.333333333,AMP,1.5,VIP205,0.04633333333,0.0003333333333
1.333333333,AMP,2,MC1061,0.03133333333,0.002666666667
1.333333333,AMP,2,MC-SCFP3A,0.02966666667,0.001201850425
1.333333333,AMP,2,VIPdeltaRecA,0.239875,0.01804403097
1.333333333,AMP,2,VIP205,0.041,0.002081665999
1.333333333,AMP,2.5,MC1061,0.033,0.002081665999
1.333333333,AMP,2.5,MC-SCFP3A,0.03133333333,0.0003333333333
1.333333333,AMP,2.5,VIP205,0.04033333333,0.004666666667
1.333333333,AMP,3,VIPdeltaRecA,0.225125,0.006618258025
1.333333333,AMP,4,VIPdeltaRecA,0.2505,0.02486391533
1.333333333,AMP,5,MC1061,0.03466666667,0.001201850425
1.333333333,AMP,5,MC-SCFP3A,0.02933333333,0.001201850425
1.333333333,AMP,5,VIPdeltaRecA,0.232625,0.01030938806
1.333333333,AMP,5,VIP205,0.04933333333,0.001666666667
1.333333333,Cd,0,MC1061,0.04833333333,0.004409585518
1.333333333,Cd,0,MC-SCFP3A,0.053,0.006110100927
1.333333333,Cd,0,VIPdeltaRecA,0.04233333333,0.00202758751
1.333333333,Cd,0,VIP205,0.04866666667,0.003711842909
1.333333333,Cd,0.025,MC1061,0.03733333333,0.003527668415
1.333333333,Cd,0.025,MC-SCFP3A,0.03866666667,0.001201850425
1.333333333,Cd,0.025,VIP205,0.04033333333,0.001333333333
1.333333333,Cd,0.05,MC1061,0.02533333333,0.001201850425
1.333333333,Cd,0.05,MC-SCFP3A,0.03266666667,0.002333333333
1.333333333,Cd,0.05,VIPdeltaRecA,0.182375,0.003499681108
1.333333333,Cd,0.05,VIP205,0.026,0.0005773502692
1.333333333,Cd,0.1,MC1061,0.027,0.001527525232
1.333333333,Cd,0.1,MC-SCFP3A,0.032,0.002645751311
1.333333333,Cd,0.1,VIPdeltaRecA,0.168,0.016769445
1.333333333,Cd,0.1,VIP205,0.02066666667,0.0003333333333
1.333333333,Cd,0.15,MC1061,0.02,0.001732050808
1.333333333,Cd,0.15,MC-SCFP3A,0.027,0.002516611478
1.333333333,Cd,0.15,VIPdeltaRecA,0.106625,0.003688483525
1.333333333,Cd,0.15,VIP205,0.01966666667,0.0003333333333
1.333333333,Cd,0.2,MC1061,0.01933333333,0.0008819171037
1.333333333,Cd,0.2,MC-SCFP3A,0.027,0.001527525232
1.333333333,Cd,0.2,VIPdeltaRecA,0.101125,0.003073141134
1.333333333,Cd,0.2,VIP205,0.019,0.0005773502692
1.333333333,Cd,0.25,MC1061,0.01933333333,0.001333333333
1.333333333,Cd,0.25,MC-SCFP3A,0.024,0.0005773502692
1.333333333,Cd,0.25,VIPdeltaRecA,0.099125,0.004477872183
1.333333333,Cd,0.25,VIP205,0.01766666667,0.0003333333333
1.333333333,Cd,0.3,VIPdeltaRecA,0.099,0.002228067709
1.333333333,Cd,0.35,VIPdeltaRecA,0.0965,0.001841970994
1.333333333,Cd,0.4,VIPdeltaRecA,0.09875,0.002469456273
1.333333333,Cd,0.45,MC1061,0.02433333333,0.00202758751
1.333333333,Cd,0.45,MC-SCFP3A,0.02533333333,0.0003333333333
1.333333333,Cd,0.45,VIPdeltaRecA,0.0965625,0.001575776925
1.333333333,Cd,0.45,VIP205,0.018,0.0005773502692
1.666666667,AMP,0,MC1061,0.06733333333,0.008412952976
1.666666667,AMP,0,MC-SCFP3A,0.06566666667,0.009955456349
1.666666667,AMP,0,VIPdeltaRecA,0.04766666667,0.006173419726
1.666666667,AMP,0,VIP205,0.05366666667,0.0008819171037
1.666666667,AMP,0.25,MC1061,0.06,0.009451631253
1.666666667,AMP,0.25,MC-SCFP3A,0.056,0.004725815626
1.666666667,AMP,0.25,VIP205,0.05866666667,0.00202758751
1.666666667,AMP,0.5,MC1061,0.053,0.0005773502692
1.666666667,AMP,0.5,MC-SCFP3A,0.04733333333,0.004333333333
1.666666667,AMP,0.5,VIP205,0.05333333333,0.001855921454
1.666666667,AMP,1,MC1061,0.05366666667,0.003711842909
1.666666667,AMP,1,MC-SCFP3A,0.05033333333,0.005897268671
1.666666667,AMP,1,VIPdeltaRecA,0.306125,0.005929458841
1.666666667,AMP,1,VIP205,0.051,0.001732050808
1.666666667,AMP,1.5,MC1061,0.056,0.004932882862
1.666666667,AMP,1.5,MC-SCFP3A,0.05,0.004932882862
1.666666667,AMP,1.5,VIP205,0.04966666667,0.003527668415
1.666666667,AMP,2,MC1061,0.05733333333,0.004255715112
1.666666667,AMP,2,MC-SCFP3A,0.053,0.005033222957
1.666666667,AMP,2,VIPdeltaRecA,0.32525,0.0247269012
1.666666667,AMP,2,VIP205,0.04633333333,0.001666666667
1.666666667,AMP,2.5,MC1061,0.06133333333,0.003382963855
1.666666667,AMP,2.5,MC-SCFP3A,0.06266666667,0.004176654695
1.666666667,AMP,2.5,VIP205,0.04433333333,0.003179797338
1.666666667,AMP,3,VIPdeltaRecA,0.302125,0.00761914295
1.666666667,AMP,4,VIPdeltaRecA,0.33825,0.03404395793
1.666666667,AMP,5,MC1061,0.06733333333,0.003711842909
1.666666667,AMP,5,MC-SCFP3A,0.052,0.006244997998
1.666666667,AMP,5,VIPdeltaRecA,0.3115,0.01166190379
1.666666667,AMP,5,VIP205,0.05433333333,0.0006666666667
1.666666667,Cd,0,MC1061,0.096,0.01159022577
1.666666667,Cd,0,MC-SCFP3A,0.1076666667,0.01818729715
1.666666667,Cd,0,VIPdeltaRecA,0.05166666667,0.002728450924
1.666666667,Cd,0,VIP205,0.061,0.005033222957
1.666666667,Cd,0.025,MC1061,0.07133333333,0.008412952976
1.666666667,Cd,0.025,MC-SCFP3A,0.07866666667,0.004977728174
1.666666667,Cd,0.025,VIP205,0.048,0
1.666666667,Cd,0.05,MC1061,0.03933333333,0.003179797338
1.666666667,Cd,0.05,MC-SCFP3A,0.04566666667,0.005364492313
1.666666667,Cd,0.05,VIPdeltaRecA,0.23625,0.004378315071
1.666666667,Cd,0.05,VIP205,0.03033333333,0.0008819171037
1.666666667,Cd,0.1,MC1061,0.03633333333,0.002185812841
1.666666667,Cd,0.1,MC-SCFP3A,0.04,0.003605551275
1.666666667,Cd,0.1,VIPdeltaRecA,0.199125,0.02030168668
1.666666667,Cd,0.1,VIP205,0.02166666667,0.0003333333333
1.666666667,Cd,0.15,MC1061,0.02133333333,0.00202758751
1.666666667,Cd,0.15,MC-SCFP3A,0.032,0.002516611478
1.666666667,Cd,0.15,VIPdeltaRecA,0.10775,0.004912629497
1.666666667,Cd,0.15,VIP205,0.02033333333,0.0003333333333
1.666666667,Cd,0.2,MC1061,0.01966666667,0.0006666666667
1.666666667,Cd,0.2,MC-SCFP3A,0.02666666667,0.001201850425
1.666666667,Cd,0.2,VIPdeltaRecA,0.093125,0.002430736955
1.666666667,Cd,0.2,VIP205,0.01933333333,0.0003333333333
1.666666667,Cd,0.25,MC1061,0.01933333333,0.001333333333
1.666666667,Cd,0.25,MC-SCFP3A,0.022,0.0005773502692
1.666666667,Cd,0.25,VIPdeltaRecA,0.098,0.004229994934
1.666666667,Cd,0.25,VIP205,0.018,0
1.666666667,Cd,0.3,VIPdeltaRecA,0.09975,0.00225
1.666666667,Cd,0.35,VIPdeltaRecA,0.0995,0.0021464256
1.666666667,Cd,0.4,VIPdeltaRecA,0.10225,0.002762956491
1.666666667,Cd,0.45,MC1061,0.02433333333,0.00202758751
1.666666667,Cd,0.45,MC-SCFP3A,0.02466666667,0.0003333333333
1.666666667,Cd,0.45,VIPdeltaRecA,0.1003125,0.001639915521
1.666666667,Cd,0.45,VIP205,0.018,0.0005773502692
2,AMP,0,MC1061,0.1456666667,0.01233333333
2,AMP,0,MC-SCFP3A,0.128,0.0261023626
2,AMP,0,VIPdeltaRecA,0.06966666667,0.01072898463
2,AMP,0,VIP205,0.07933333333,0.002603416559
2,AMP,0.25,MC1061,0.1233333333,0.01328323923
2,AMP,0.25,MC-SCFP3A,0.108,0.0177857621
2,AMP,0.25,VIP205,0.09266666667,0.00202758751
2,AMP,0.5,MC1061,0.1056666667,0.003179797338
2,AMP,0.5,MC-SCFP3A,0.08866666667,0.01618984593
2,AMP,0.5,VIP205,0.083,0.003605551275
2,AMP,1,MC1061,0.1123333333,0.008647414514
2,AMP,1,MC-SCFP3A,0.1003333333,0.009061518146
2,AMP,1,VIPdeltaRecA,0.442125,0.0067438795
2,AMP,1,VIP205,0.07466666667,0.001666666667
2,AMP,1.5,MC1061,0.1153333333,0.01322035468
2,AMP,1.5,MC-SCFP3A,0.1026666667,0.01217009084
2,AMP,1.5,VIP205,0.07466666667,0.003844187532
2,AMP,2,MC1061,0.1206666667,0.01092906421
2,AMP,2,MC-SCFP3A,0.1116666667,0.008969082698
2,AMP,2,VIPdeltaRecA,0.461,0.02674816416
2,AMP,2,VIP205,0.07033333333,0.003711842909
2,AMP,2.5,MC1061,0.1393333333,0.00240370085
2,AMP,2.5,MC-SCFP3A,0.1353333333,0.003179797338
2,AMP,2.5,VIP205,0.068,0.006244997998
2,AMP,3,VIPdeltaRecA,0.447,0.005477225575
2,AMP,4,VIPdeltaRecA,0.48525,0.03818598752
2,AMP,5,MC1061,0.1306666667,0.004702245327
2,AMP,5,MC-SCFP3A,0.1106666667,0.008762292952
2,AMP,5,VIPdeltaRecA,0.452625,0.007880666895
2,AMP,5,VIP205,0.08866666667,0.001333333333
2,Cd,0,MC1061,0.18,0.009237604307
2,Cd,0,MC-SCFP3A,0.186,0.01365039682
2,Cd,0,VIPdeltaRecA,0.08,0.004725815626
2,Cd,0,VIP205,0.095,0.007767453465
2,Cd,0.025,MC1061,0.154,0.01537313674
2,Cd,0.025,MC-SCFP3A,0.162,0.008185352772
2,Cd,0.025,VIP205,0.06933333333,0.0008819171037
2,Cd,0.05,MC1061,0.06366666667,0.004333333333
2,Cd,0.05,MC-SCFP3A,0.08333333333,0.01186498115
2,Cd,0.05,VIPdeltaRecA,0.297125,0.007385887847
2,Cd,0.05,VIP205,0.038,0.001154700538
2,Cd,0.1,MC1061,0.048,0.002645751311
2,Cd,0.1,MC-SCFP3A,0.04933333333,0.004484541349
2,Cd,0.1,VIPdeltaRecA,0.227875,0.02579205131
