time,stress,dose,strain,mean,sd
5,AMP,0,VIPdeltaRecA,0.6516666667,0.01178039803
5,AMP,0,VIP205,0.619,0.02685764944
5,AMP,0.25,MC1061,0.5146666667,0.01783566963
5,AMP,0.25,MC-SCFP3A,0.5126666667,0.01530068989
5,AMP,0.25,VIP205,0.55,0.03008875759
5,AMP,0.5,MC1061,0.351,0.00608276253
5,AMP,0.5,MC-SCFP3A,0.386,0.008144527815
5,AMP,0.5,VIP205,0.4803333333,0.01146492235
5,AMP,1,MC1061,0.2063333333,0.003844187532
5,AMP,1,MC-SCFP3A,0.221,0.01320353488
5,AMP,1,VIPdeltaRecA,0.899875,0.01381696356
5,AMP,1,VIP205,0.3443333333,0.02716820037
5,AMP,1.5,MC1061,0.1453333333,0.002905932629
5,AMP,1.5,MC-SCFP3A,0.1276666667,0.003282952601
5,AMP,1.5,VIP205,0.2166666667,0.006691619967
5,AMP,2,MC1061,0.1123333333,0.002666666667
5,AMP,2,MC-SCFP3A,0.097,0.002645751311
5,AMP,2,VIPdeltaRecA,0.915875,0.0139263849
5,AMP,2,VIP205,0.149,0.007023769169
5,AMP,2.5,MC1061,0.09566666667,0.004176654695
5,AMP,2.5,MC-SCFP3A,0.08033333333,0.001201850425
5,AMP,2.5,VIP205,0.1293333333,0.002728450924
5,AMP,3,VIPdeltaRecA,0.914875,0.009640757046
5,AMP,4,VIPdeltaRecA,0.905375,0.01679278916
5,AMP,5,MC1061,0.04266666667,0.0003333333333
5,AMP,5,MC-SCFP3A,0.036,0.001527525232
5,AMP,5,VIPdeltaRecA,0.89825,0.01603984993
5,AMP,5,VIP205,0.07933333333,0.00240370085
5,Cd,0,MC1061,0.531,0.007023769169
5,Cd,0,MC-SCFP3A,0.5293333333,0.007838650678
5,Cd,0,VIPdeltaRecA,0.6263333333,0.02971718545
5,Cd,0,VIP205,0.575,0.01484362939
5,Cd,0.025,MC1061,0.448,0.02151743479
5,Cd,0.025,MC-SCFP3A,0.4743333333,0.04596133641
5,Cd,0.025,VIP205,0.586,0.006350852961
5,Cd,0.05,MC1061,0.479,0.007637626158
5,Cd,0.05,MC-SCFP3A,0.51,0.01513274595
5,Cd,0.05,VIPdeltaRecA,0.665375,0.01748870809
5,Cd,0.05,VIP205,0.3513333333,0.008762292952
5,Cd,0.1,MC1061,0.312,0.04119870548
5,Cd,0.1,MC-SCFP3A,0.1276666667,0.001201850425
5,Cd,0.1,VIPdeltaRecA,0.534875,0.02310104937
5,Cd,0.1,VIP205,0.05733333333,0.001201850425
5,Cd,0.15,MC1061,0.05733333333,0.00405517502
5,Cd,0.15,MC-SCFP3A,0.06033333333,0.0008819171037
5,Cd,0.15,VIPdeltaRecA,0.191125,0.02207652074
5,Cd,0.15,VIP205,0.02233333333,0.0003333333333
5,Cd,0.2,MC1061,0.01966666667,0.0006666666667
5,Cd,0.2,MC-SCFP3A,0.03233333333,0.001201850425
5,Cd,0.2,VIPdeltaRecA,0.054625,0.001889231703
5,Cd,0.2,VIP205,0.02266666667,0.0008819171037
5,Cd,0.25,MC1061,0.02166666667,0.001201850425
5,Cd,0.25,MC-SCFP3A,0.01533333333,0.0003333333333
5,Cd,0.25,VIPdeltaRecA,0.06175,0.003160865614
5,Cd,0.25,VIP205,0.019,0
5,Cd,0.3,VIPdeltaRecA,0.06675,0.001770290533
5,Cd,0.35,VIPdeltaRecA,0.070875,0.002247518473
5,Cd,0.4,VIPdeltaRecA,0.075125,0.002531498004
5,Cd,0.45,MC1061,0.02366666667,0.001855921454
5,Cd,0.45,MC-SCFP3A,0.02233333333,0.0003333333333
5,Cd,0.45,VIPdeltaRecA,0.0745,0.001056724499
5,Cd,0.45,VIP205,0.01866666667,0.0008819171037
5.333333333,AMP,0,MC1061,0.493,0.002081665999
5.333333333,AMP,0,MC-SCFP3A,0.514,0.02454248018
5.333333333,AMP,0,VIPdeltaRecA,0.6686666667,0.02110555482
5.333333333,AMP,0,VIP205,0.6016666667,0.03410930144
5.333333333,AMP,0.25,MC1061,0.49,0.01266227994
5.333333333,AMP,0.25,MC-SCFP3A,0.504,0.01250333289
5.333333333,AMP,0.25,VIP205,0.534,0.02291287847
5.333333333,AMP,0.5,MC1061,0.3273333333,0.005783117191
5.333333333,AMP,0.5,MC-SCFP3A,0.3666666667,0.005364492313
5.333333333,AMP,0.5,VIP205,0.463,0.019
5.333333333,AMP,1,MC1061,0.1746666667,0.002666666667
5.333333333,AMP,1,MC-SCFP3A,0.1873333333,0.008353309391
5.333333333,AMP,1,VIPdeltaRecA,0.876125,0.01213383331
5.333333333,AMP,1,VIP205,0.2956666667,0.02674156149
5.333333333,AMP,1.5,MC1061,0.1296666667,0.002848001248
5.333333333,AMP,1.5,MC-SCFP3A,0.116,0.003785938897
5.333333333,AMP,1.5,VIP205,0.1846666667,0.004630814663
5.333333333,AMP,2,MC1061,0.094,0.001154700538
5.333333333,AMP,2,MC-SCFP3A,0.088,0.002081665999
5.333333333,AMP,2,VIPdeltaRecA,0.88925,0.01215634755
5.333333333,AMP,2,VIP205,0.1313333333,0.005174724899
5.333333333,AMP,2.5,MC1061,0.08566666667,0.002333333333
5.333333333,AMP,2.5,MC-SCFP3A,0.066,0.001
5.333333333,AMP,2.5,VIP205,0.1166666667,0.003333333333
5.333333333,AMP,3,VIPdeltaRecA,0.89975,0.008043964019
5.333333333,AMP,4,VIPdeltaRecA,0.884875,0.01753917808
5.333333333,AMP,5,MC1061,0.04233333333,0.0003333333333
5.333333333,AMP,5,MC-SCFP3A,0.03533333333,0.001666666667
5.333333333,AMP,5,VIPdeltaRecA,0.895625,0.01493191393
5.333333333,AMP,5,VIP205,0.07666666667,0.002603416559
5.333333333,Cd,0,MC1061,0.538,0.005196152423
5.333333333,Cd,0,MC-SCFP3A,0.539,0.007637626158
5.333333333,Cd,0,VIPdeltaRecA,0.628,0.009073771726
5.333333333,Cd,0,VIP205,0.5883333333,0.01483614206
5.333333333,Cd,0.025,MC1061,0.4673333333,0.007535103037
5.333333333,Cd,0.025,MC-SCFP3A,0.506,0.02577466456
5.333333333,Cd,0.025,VIP205,0.5823333333,0.006839428176
5.333333333,Cd,0.05,MC1061,0.4866666667,0.01121506923
5.333333333,Cd,0.05,MC-SCFP3A,0.492,0.014
5.333333333,Cd,0.05,VIPdeltaRecA,0.6475,0.01566502018
5.333333333,Cd,0.05,VIP205,0.3913333333,0.01186498115
5.333333333,Cd,0.1,MC1061,0.3633333333,0.0443258139
5.333333333,Cd,0.1,MC-SCFP3A,0.1376666667,0.00240370085
5.333333333,Cd,0.1,VIPdeltaRecA,0.5435,0.01952836764
5.333333333,Cd,0.1,VIP205,0.06166666667,0.0008819171037
5.333333333,Cd,0.15,MC1061,0.05833333333,0.00348010217
5.333333333,Cd,0.15,MC-SCFP3A,0.05966666667,0.001452966315
5.333333333,Cd,0.15,VIPdeltaRecA,0.20425,0.02306957644
5.333333333,Cd,0.15,VIP205,0.02233333333,0.0003333333333
5.333333333,Cd,0.2,MC1061,0.01966666667,0.0006666666667
5.333333333,Cd,0.2,MC-SCFP3A,0.03233333333,0.001201850425
5.333333333,Cd,0.2,VIPdeltaRecA,0.053125,0.001816958801
5.333333333,Cd,0.2,VIP205,0.02233333333,0.0003333333333
5.333333333,Cd,0.25,MC1061,0.02166666667,0.001201850425
5.333333333,Cd,0.25,MC-SCFP3A,0.01533333333,0.0003333333333
5.333333333,Cd,0.25,VIPdeltaRecA,0.058625,0.002927318983
5.333333333,Cd,0.25,VIP205,0.01966666667,0.0003333333333
5.333333333,Cd,0.3,VIPdeltaRecA,0.063125,0.001469177369
5.333333333,Cd,0.35,VIPdeltaRecA,0.066375,0.001860659445
5.333333333,Cd,0.4,VIPdeltaRecA,0.0705,0.00251424513
5.333333333,Cd,0.45,MC1061,0.02366666667,0.001855921454
5.333333333,Cd,0.45,MC-SCFP3A,0.02233333333,0.0003333333333
5.333333333,Cd,0.45,VIPdeltaRecA,0.0691875,0.001037700784
5.333333333,Cd,0.45,VIP205,0.019,0.0005773502692
5.666666667,AMP,0,MC1061,0.5023333333,0.002333333333
5.666666667,AMP,0,MC-SCFP3A,0.511,0.007505553499
5.666666667,AMP,0,VIPdeltaRecA,0.6493333333,0.0160450754
5.666666667,AMP,0,VIP205,0.6223333333,0.04046534869
5.666666667,AMP,0.25,MC1061,0.454,0.0140118997
5.666666667,AMP,0.25,MC-SCFP3A,0.4856666667,0.007965202097
5.666666667,AMP,0.25,VIP205,0.5423333333,0.01682590595
5.666666667,AMP,0.5,MC1061,0.302,0.005291502622
5.666666667,AMP,0.5,MC-SCFP3A,0.3333333333,0.004176654695
5.666666667,AMP,0.5,VIP205,0.4446666667,0.02179704363
5.666666667,AMP,1,MC1061,0.159,0.002
5.666666667,AMP,1,MC-SCFP3A,0.1666666667,0.005174724899
5.666666667,AMP,1,VIPdeltaRecA,0.86025,0.01227621103
5.666666667,AMP,1,VIP205,0.26,0.02433789912
5.666666667,AMP,1.5,MC1061,0.108,0.005291502622
5.666666667,AMP,1.5,MC-SCFP3A,0.108,0.003785938897
5.666666667,AMP,1.5,VIP205,0.166,0.004509249753
5.666666667,AMP,2,MC1061,0.08966666667,0.001855921454
5.666666667,AMP,2,MC-SCFP3A,0.07633333333,0.00202758751
5.666666667,AMP,2,VIPdeltaRecA,0.875125,0.01140243943
5.666666667,AMP,2,VIP205,0.121,0.005507570547
5.666666667,AMP,2.5,MC1061,0.08166666667,0.001666666667
5.666666667,AMP,2.5,MC-SCFP3A,0.06433333333,0.00202758751
5.666666667,AMP,2.5,VIP205,0.11,0.003511884584
5.666666667,AMP,3,VIPdeltaRecA,0.875,0.0109983765
5.666666667,AMP,4,VIPdeltaRecA,0.866125,0.01610838014
5.666666667,AMP,5,MC1061,0.04266666667,0.0006666666667
5.666666667,AMP,5,MC-SCFP3A,0.03433333333,0.002185812841
5.666666667,AMP,5,VIPdeltaRecA,0.87425,0.01487297405
5.666666667,AMP,5,VIP205,0.07433333333,0.002333333333
5.666666667,Cd,0,MC1061,0.5406666667,0.004484541349
5.666666667,Cd,0,MC-SCFP3A,0.5366666667,0.003711842909
5.666666667,Cd,0,VIPdeltaRecA,0.629,0.006110100927
5.666666667,Cd,0,VIP205,0.6096666667,0.008950481055
5.666666667,Cd,0.025,MC1061,0.495,0.006429100507
5.666666667,Cd,0.025,MC-SCFP3A,0.5013333333,0.003929942041
5.666666667,Cd,0.025,VIP205,0.5873333333,0.0139084307
5.666666667,Cd,0.05,MC1061,0.474,0.002
5.666666667,Cd,0.05,MC-SCFP3A,0.4713333333,0.02569262756
5.666666667,Cd,0.05,VIPdeltaRecA,0.629125,0.01709786693
5.666666667,Cd,0.05,VIP205,0.418,0.01331665624
5.666666667,Cd,0.1,MC1061,0.3946666667,0.02748534963
5.666666667,Cd,0.1,MC-SCFP3A,0.1496666667,0.003382963855
5.666666667,Cd,0.1,VIPdeltaRecA,0.54625,0.01655914723
5.666666667,Cd,0.1,VIP205,0.06633333333,0.001201850425
5.666666667,Cd,0.15,MC1061,0.058,0.002309401077
5.666666667,Cd,0.15,MC-SCFP3A,0.05866666667,0.001855921454
5.666666667,Cd,0.15,VIPdeltaRecA,0.214375,0.02425823682
5.666666667,Cd,0.15,VIP205,0.02233333333,0.0003333333333
5.666666667,Cd,0.2,MC1061,0.01933333333,0.0003333333333
5.666666667,Cd,0.2,MC-SCFP3A,0.03233333333,0.001201850425
5.666666667,Cd,0.2,VIPdeltaRecA,0.05075,0.002185585897
5.666666667,Cd,0.2,VIP205,0.02233333333,0.0003333333333
5.666666667,Cd,0.25,MC1061,0.02166666667,0.001201850425
5.666666667,Cd,0.25,MC-SCFP3A,0.015,0.0005773502692
5.666666667,Cd,0.25,VIPdeltaRecA,0.0545,0.002976095237
5.666666667,Cd,0.25,VIP205,0.01966666667,0.0003333333333
5.666666667,Cd,0.3,VIPdeltaRecA,0.059625,0.001721061757
5.666666667,Cd,0.35,VIPdeltaRecA,0.06325,0.001622938253
5.666666667,Cd,0.4,VIPdeltaRecA,0.067875,0.002531498004
5.666666667,Cd,0.45,MC1061,0.02366666667,0.001855921454
5.666666667,Cd,0.45,MC-SCFP3A,0.02233333333,0.0003333333333
5.666666667,Cd,0.45,VIPdeltaRecA,0.0669375,0.001014350161
5.666666667,Cd,0.45,VIP205,0.01933333333,0.0008819171037
6,AMP,0,MC1061,0.5076666667,0.00202758751
6,AMP,0,MC-SCFP3A,0.524,0.005196152423
6,AMP,0,VIPdeltaRecA,0.623,0.02466441431
6,AMP,0,VIP205,0.666,0.0456216323
6,AMP,0.25,MC1061,0.4303333333,0.01729482903
6,AMP,0.25,MC-SCFP3A,0.4676666667,0.008666666667
6,AMP,0.25,VIP205,0.5406666667,0.0104774891
6,AMP,0.5,MC1061,0.2833333333,0.001763834207
6,AMP,0.5,MC-SCFP3A,0.307,0.004618802154
6,AMP,0.5,VIP205,0.421,0.02400694344
6,AMP,1,MC1061,0.145,0.007371114796
6,AMP,1,MC-SCFP3A,0.1556666667,0.003282952601
6,AMP,1,VIPdeltaRecA,0.8445,0.01133578405
6,AMP,1,VIP205,0.235,0.02302896727
6,AMP,1.5,MC1061,0.09766666667,0.00348010217
6,AMP,1.5,MC-SCFP3A,0.1036666667,0.00405517502
6,AMP,1.5,VIP205,0.1526666667,0.005206833117
6,AMP,2,MC1061,0.08866666667,0.002962731472
6,AMP,2,MC-SCFP3A,0.068,0.004582575695
6,AMP,2,VIPdeltaRecA,0.852,0.0112994943
6,AMP,2,VIP205,0.115,0.006
6,AMP,2.5,MC1061,0.08266666667,0.001201850425
6,AMP,2.5,MC-SCFP3A,0.06666666667,0.002333333333
6,AMP,2.5,VIP205,0.1033333333,0.002333333333
6,AMP,3,VIPdeltaRecA,0.853,0.01120905246
6,AMP,4,VIPdeltaRecA,0.84975,0.01621149284
6,AMP,5,MC1061,0.043,0.0005773502692
6,AMP,5,MC-SCFP3A,0.034,0.002081665999
6,AMP,5,VIPdeltaRecA,0.844625,0.01324351256
6,AMP,5,VIP205,0.07266666667,0.002333333333
6,Cd,0,MC1061,0.5406666667,0.005238744549
6,Cd,0,MC-SCFP3A,0.5423333333,0.008353309391
6,Cd,0,VIPdeltaRecA,0.6253333333,0.006009252126
6,Cd,0,VIP205,0.633,0.00608276253
6,Cd,0.025,MC1061,0.5066666667,0.004176654695
6,Cd,0.025,MC-SCFP3A,0.5013333333,0.004371625683
6,Cd,0.025,VIP205,0.605,0.01662327685
6,Cd,0.05,MC1061,0.4423333333,0.008412952976
6,Cd,0.05,MC-SCFP3A,0.4576666667,0.03383456484
6,Cd,0.05,VIPdeltaRecA,0.614875,0.01559239455
6,Cd,0.05,VIP205,0.441,0.01059874206
6,Cd,0.1,MC1061,0.4036666667,0.01713022021
6,Cd,0.1,MC-SCFP3A,0.166,0.005033222957
6,Cd,0.1,VIPdeltaRecA,0.544,0.01398723908
6,Cd,0.1,VIP205,0.07166666667,0.001333333333
6,Cd,0.15,MC1061,0.057,0.001732050808
6,Cd,0.15,MC-SCFP3A,0.057,0.002081665999
6,Cd,0.15,VIPdeltaRecA,0.22675,0.02627040024
6,Cd,0.15,VIP205,0.02233333333,0.0003333333333
6,Cd,0.2,MC1061,0.01933333333,0.0003333333333
6,Cd,0.2,MC-SCFP3A,0.03266666667,0.0008819171037
6,Cd,0.2,VIPdeltaRecA,0.0515,0.002251983253
6,Cd,0.2,VIP205,0.02266666667,0.0006666666667
6,Cd,0.25,MC1061,0.02133333333,0.001333333333
6,Cd,0.25,MC-SCFP3A,0.015,0.0005773502692
6,Cd,0.25,VIPdeltaRecA,0.0535,0.002945941518
6,Cd,0.25,VIP205,0.01966666667,0.0003333333333
6,Cd,0.3,VIPdeltaRecA,0.05825,0.001708696245
6,Cd,0.35,VIPdeltaRecA,0.062375,0.001569093232
6,Cd,0.4,VIPdeltaRecA,0.06675,0.002440360044
6,Cd,0.45,MC1061,0.02333333333,0.001763834207
6,Cd,0.45,MC-SCFP3A,0.022,0
6,Cd,0.45,VIPdeltaRecA,0.0660625,0.001038704121
6,Cd,0.45,VIP205,0.01933333333,0.0008819171037
6.333333333,AMP,0,MC1061,0.5143333333,0.006173419726
6.333333333,AMP,0,MC-SCFP3A,0.5266666667,0.007356025497
6.333333333,AMP,0,VIPdeltaRecA,0.6163333333,0.02436071519
6.333333333,AMP,0,VIP205,0.691,0.04768997099
6.333333333,AMP,0.25,MC1061,0.411,0.02084066538
6.333333333,AMP,0.25,MC-SCFP3A,0.4476666667,0.01625149566
6.333333333,AMP,0.25,VIP205,0.535,0.01126942767
6.333333333,AMP,0.5,MC1061,0.2693333333,0.002333333333
6.333333333,AMP,0.5,MC-SCFP3A,0.289,0.004041451884
6.333333333,AMP,0.5,VIP205,0.4036666667,0.02333333333
6.333333333,AMP,1,MC1061,0.1306666667,0.007623064417
6.333333333,AMP,1,MC-SCFP3A,0.1503333333,0.002333333333
6.333333333,AMP,1,VIPdeltaRecA,0.837,0.01061838029
6.333333333,AMP,1,VIP205,0.219,0.02286919325
6.333333333,AMP,1.5,MC1061,0.09866666667,0.003179797338
6.333333333,AMP,1.5,MC-SCFP3A,0.09666666667,0.00202758751
6.333333333,AMP,1.5,VIP205,0.1466666667,0.006437735972
6.333333333,AMP,2,MC1061,0.09033333333,0.003282952601
6.333333333,AMP,2,MC-SCFP3A,0.07033333333,0.005607534614
6.333333333,AMP,2,VIPdeltaRecA,0.83575,0.01235017351
6.333333333,AMP,2,VIP205,0.11,0.006506407099
6.333333333,AMP,2.5,MC1061,0.08466666667,0.0006666666667
6.333333333,AMP,2.5,MC-SCFP3A,0.06933333333,0.002603416559
6.333333333,AMP,2.5,VIP205,0.09866666667,0.002905932629
6.333333333,AMP,3,VIPdeltaRecA,0.830375,0.007606241563
6.333333333,AMP,4,VIPdeltaRecA,0.833875,0.01610727154
6.333333333,AMP,5,MC1061,0.04366666667,0.0006666666667
6.333333333,AMP,5,MC-SCFP3A,0.03366666667,0.001855921454
6.333333333,AMP,5,VIPdeltaRecA,0.830625,0.01591376033
6.333333333,AMP,5,VIP205,0.071,0.002081665999
6.333333333,Cd,0,MC1061,0.54,0.003511884584
6.333333333,Cd,0,MC-SCFP3A,0.548,0.01167618659
6.333333333,Cd,0,VIPdeltaRecA,0.6296666667,0.006887992773
6.333333333,Cd,0,VIP205,0.6603333333,0.002185812841
6.333333333,Cd,0.025,MC1061,0.5056666667,0.004255715112
6.333333333,Cd,0.025,MC-SCFP3A,0.502,0.005291502622
6.333333333,Cd,0.025,VIP205,0.624,0.01680277755
6.333333333,Cd,0.05,MC1061,0.4046666667,0.01186498115
6.333333333,Cd,0.05,MC-SCFP3A,0.4353333333,0.04419024528
6.333333333,Cd,0.05,VIPdeltaRecA,0.604125,0.01525665838
6.333333333,Cd,0.05,VIP205,0.4533333333,0.003844187532
6.333333333,Cd,0.1,MC1061,0.4046666667,0.0128105859
6.333333333,Cd,0.1,MC-SCFP3A,0.1896666667,0.01146492235
6.333333333,Cd,0.1,VIPdeltaRecA,0.534,0.0135158637
6.333333333,Cd,0.1,VIP205,0.079,0.002
6.333333333,Cd,0.15,MC1061,0.056,0.0005773502692
6.333333333,Cd,0.15,MC-SCFP3A,0.05533333333,0.002333333333
6.333333333,Cd,0.15,VIPdeltaRecA,0.235875,0.02763954045
6.333333333,Cd,0.15,VIP205,0.02266666667,0.0003333333333
6.333333333,Cd,0.2,MC1061,0.01933333333,0.0003333333333
6.333333333,Cd,0.2,MC-SCFP3A,0.03266666667,0.0008819171037
6.333333333,Cd,0.2,VIPdeltaRecA,0.053125,0.002255449749
6.333333333,Cd,0.2,VIP205,0.02333333333,0.0008819171037
6.333333333,Cd,0.25,MC1061,0.021,0.001
6.333333333,Cd,0.25,MC-SCFP3A,0.01466666667,0.0003333333333
6.333333333,Cd,0.25,VIPdeltaRecA,0.0535,0.003139608711
6.333333333,Cd,0.25,VIP205,0.02,0.0005773502692
6.333333333,Cd,0.3,VIPdeltaRecA,0.05825,0.001698213347
6.333333333,Cd,0.35,VIPdeltaRecA,0.061875,0.001652244145
6.333333333,Cd,0.4,VIPdeltaRecA,0.066625,0.002520894824
6.333333333,Cd,0.45,MC1061,0.02333333333,0.001763834207
6.333333333,Cd,0.45,MC-SCFP3A,0.022,0
6.333333333,Cd,0.45,VIPdeltaRecA,0.065875,0.001128697627
6.333333333,Cd,0.45,VIP205,0.01933333333,0.0008819171037
6.666666667,AMP,0,MC1061,0.5156666667,0.006887992773
6.666666667,AMP,0,MC-SCFP3A,0.5333333333,0.01125956384
6.666666667,AMP,0,VIPdeltaRecA,0.6206666667,0.02085132556
6.666666667,AMP,0,VIP205,0.7113333333,0.0476316888
6.666666667,AMP,0.25,MC1061,0.3873333333,0.03384441526
6.666666667,AMP,0.25,MC-SCFP3A,0.433,0.0223383079
6.666666667,AMP,0.25,VIP205,0.5293333333,0.01020348524
6.666666667,AMP,0.5,MC1061,0.2586666667,0.002603416559
6.666666667,AMP,0.5,MC-SCFP3A,0.2733333333,0.002333333333
6.666666667,AMP,0.5,VIP205,0.3886666667,0.02321158714
6.666666667,AMP,1,MC1061,0.1206666667,0.002333333333
6.666666667,AMP,1,MC-SCFP3A,0.1476666667,0.00202758751
6.666666667,AMP,1,VIPdeltaRecA,1.52075,0.0118559057
6.666666667,AMP,1,VIP205,0.2096666667,0.02236316416
6.666666667,AMP,1.5,MC1061,0.101,0.003055050463
6.666666667,AMP,1.5,MC-SCFP3A,0.079,0.005291502622
6.666666667,AMP,1.5,VIP205,0.141,0.007549834435
6.666666667,AMP,2,MC1061,0.09233333333,0.003282952601
6.666666667,AMP,2,MC-SCFP3A,0.07333333333,0.005607534614
6.666666667,AMP,2,VIPdeltaRecA,1.510625,0.01651075137
6.666666667,AMP,2,VIP205,0.1073333333,0.007218802609
6.666666667,AMP,2.5,MC1061,0.087,0.0005773502692
6.666666667,AMP,2.5,MC-SCFP3A,0.07233333333,0.002333333333
6.666666667,AMP,2.5,VIP205,0.09566666667,0.00375647589
6.666666667,AMP,3,VIPdeltaRecA,1.504625,0.00937880875
6.666666667,AMP,4,VIPdeltaRecA,1.51075,0.02721065311
6.666666667,AMP,5,MC1061,0.043,0.0005773502692
6.666666667,AMP,5,MC-SCFP3A,0.03366666667,0.001855921454
6.666666667,AMP,5,VIPdeltaRecA,1.48475,0.01246674147
6.666666667,AMP,5,VIP205,0.07033333333,0.00202758751
6.666666667,Cd,0,MC1061,0.536,0.006244997998
6.666666667,Cd,0,MC-SCFP3A,0.552,0.01212435565
6.666666667,Cd,0,VIPdeltaRecA,0.6443333333,0.01267981773
6.666666667,Cd,0,VIP205,0.6843333333,0.003666666667
6.666666667,Cd,0.025,MC1061,0.507,0.003511884584
6.666666667,Cd,0.025,MC-SCFP3A,0.5013333333,0.005364492313
6.666666667,Cd,0.025,VIP205,0.638,0.01594783162
6.666666667,Cd,0.05,MC1061,0.3756666667,0.01888856209
6.666666667,Cd,0.05,MC-SCFP3A,0.424,0.04272001873
6.666666667,Cd,0.05,VIPdeltaRecA,1.23425,0.01735629775
6.666666667,Cd,0.05,VIP205,0.4543333333,0.003282952601
6.666666667,Cd,0.1,MC1061,0.404,0.0174737899
6.666666667,Cd,0.1,MC-SCFP3A,0.218,0.009539392014
6.666666667,Cd,0.1,VIPdeltaRecA,1.122375,0.02130470899
6.666666667,Cd,0.1,VIP205,0.08666666667,0.002848001248
6.666666667,Cd,0.15,MC1061,0.05433333333,0.0003333333333
6.666666667,Cd,0.15,MC-SCFP3A,0.05333333333,0.002333333333
6.666666667,Cd,0.15,VIPdeltaRecA,0.765875,0.02645375851
6.666666667,Cd,0.15,VIP205,0.023,0.0005773502692
6.666666667,Cd,0.2,MC1061,0.01866666667,0.0003333333333
6.666666667,Cd,0.2,MC-SCFP3A,0.03266666667,0.0008819171037
6.666666667,Cd,0.2,VIPdeltaRecA,0.546875,0.01648964773
6.666666667,Cd,0.2,VIP205,0.02333333333,0.0008819171037
6.666666667,Cd,0.25,MC1061,0.021,0.001
6.666666667,Cd,0.25,MC-SCFP3A,0.01466666667,0.0003333333333
6.666666667,Cd,0.25,VIPdeltaRecA,0.532875,0.01709264409
6.666666667,Cd,0.25,VIP205,0.02,0.0005773502692
6.666666667,Cd,0.3,VIPdeltaRecA,0.529125,0.01450669488
6.666666667,Cd,0.35,VIPdeltaRecA,0.5285,0.01570031847
6.666666667,Cd,0.4,VIPdeltaRecA,0.54975,0.01603984993
6.666666667,Cd,0.45,MC1061,0.02333333333,0.001763834207
6.666666667,Cd,0.45,MC-SCFP3A,0.02166666667,0.0003333333333
6.666666667,Cd,0.45,VIPdeltaRecA,0.553625,0.008818009507
6.666666667,Cd,0.45,VIP205,0.01933333333,0.0008819171037
7,AMP,0,MC1061,0.5123333333,0.006064468466
7,AMP,0,MC-SCFP3A,0.5366666667,0.0138724347
7,AMP,0,VIPdeltaRecA,0.645,0.02557994006
7,AMP,0,VIP205,0.7236666667,0.04649133731
7,AMP,0.25,MC1061,0.3706666667,0.04516758917
7,AMP,0.25,MC-SCFP3A,0.421,0.02594224354
7,AMP,0.25,VIP205,0.5236666667,0.008373237791
7,AMP,0.5,MC1061,0.2493333333,0.002185812841
7,AMP,0.5,MC-SCFP3A,0.2633333333,0.002728450924
7,AMP,0.5,VIP205,0.378,0.02351595203
7,AMP,1,MC1061,0.1203333333,0.001763834207
7,AMP,1,MC-SCFP3A,0.1426666667,0.001666666667
7,AMP,1,VIPdeltaRecA,0.856375,0.01039219745
7,AMP,1,VIP205,0.2046666667,0.02162046356
7,AMP,1.5,MC1061,0.1033333333,0.003333333333
7,AMP,1.5,MC-SCFP3A,0.084,0.006350852961
7,AMP,1.5,VIP205,0.1366666667,0.008089774066
7,AMP,2,MC1061,0.09433333333,0.003282952601
7,AMP,2,MC-SCFP3A,0.076,0.005291502622
7,AMP,2,VIPdeltaRecA,0.85,0.01288825601
7,AMP,2,VIP205,0.1096666667,0.008819171037
7,AMP,2.5,MC1061,0.088,0.001
7,AMP,2.5,MC-SCFP3A,0.07433333333,0.002333333333
7,AMP,2.5,VIP205,0.09466666667,0.002905932629
7,AMP,3,VIPdeltaRecA,0.843625,0.008211354291
7,AMP,4,VIPdeltaRecA,0.841875,0.01664378638
7,AMP,5,MC1061,0.04233333333,0.0003333333333
7,AMP,5,MC-SCFP3A,0.03333333333,0.001763834207
7,AMP,5,VIPdeltaRecA,0.922,0.04114564723
7,AMP,5,VIP205,0.07066666667,0.00202758751
7,Cd,0,MC1061,0.536,0.004725815626
7,Cd,0,MC-SCFP3A,0.5603333333,0.01058825345
7,Cd,0,VIPdeltaRecA,0.6713333333,0.006936217349
7,Cd,0,VIP205,0.7076666667,0.002962731472
7,Cd,0.025,MC1061,0.5043333333,0.003666666667
7,Cd,0.025,MC-SCFP3A,0.498,0.007023769169
7,Cd,0.025,VIP205,0.6446666667,0.01474599757
7,Cd,0.05,MC1061,0.3696666667,0.02331189491
7,Cd,0.05,MC-SCFP3A,0.4146666667,0.03277363439
7,Cd,0.05,VIPdeltaRecA,0.59625,0.01454027657
7,Cd,0.05,VIP205,0.4533333333,0.003666666667
7,Cd,0.1,MC1061,0.4076666667,0.01516941367
7,Cd,0.1,MC-SCFP3A,0.234,0.01350308607
7,Cd,0.1,VIPdeltaRecA,0.5265,0.0132584205
7,Cd,0.1,VIP205,0.095,0.003511884584
7,Cd,0.15,MC1061,0.05266666667,0.001201850425
7,Cd,0.15,MC-SCFP3A,0.051,0.002309401077
7,Cd,0.15,VIPdeltaRecA,0.256875,0.03275092011
7,Cd,0.15,VIP205,0.02333333333,0.0006666666667
7,Cd,0.2,MC1061,0.01833333333,0.0003333333333
7,Cd,0.2,MC-SCFP3A,0.03333333333,0.0006666666667
