"SSC-A","label"
9908,"Cd"
15090.900390625,"Cd"
19848.5,"Cd"
33007.5,"Cd"
14913.2998046875,"Cd"
23633.599609375,"Cd"
26003.30078125,"Cd"
32105.599609375,"Cd"
27386.400390625,"Cd"
26343.80078125,"Cd"
15137.7001953125,"Cd"
18042,"Cd"
20911.80078125,"Cd"
8862.7001953125,"Cd"
17749.5,"Cd"
21386,"Cd"
16322.5,"Cd"
28568.900390625,"Cd"
23960.599609375,"Cd"
40930.6015625,"Cd"
19258.599609375,"Cd"
28965.400390625,"Cd"
9097.599609375,"Cd"
20083.900390625,"Cd"
19196.599609375,"Cd"
20924.19921875,"Cd"
25693.30078125,"Cd"
25928.19921875,"Cd"
30722.599609375,"Cd"
24525.19921875,"Cd"
28484,"Cd"
14827.2998046875,"Cd"
38876.80078125,"Cd"
22932.599609375,"Cd"
31410.099609375,"Cd"
10481,"Cd"
16928.400390625,"Cd"
20876.900390625,"Cd"
21598.099609375,"Cd"
20967.400390625,"Cd"
20370.30078125,"Cd"
22408.599609375,"Cd"
25393.900390625,"Cd"
26211.099609375,"Cd"
22432.400390625,"Cd"
22074.400390625,"Cd"
19016.30078125,"Cd"
25055.900390625,"Cd"
20345.69921875,"Cd"
17506.900390625,"Cd"
33216.69921875,"Cd"
23679.5,"Cd"
23965.900390625,"Cd"
26053.5,"Cd"
12985,"Cd"
18200.80078125,"Cd"
25682.599609375,"Cd"
21232.30078125,"Cd"
15978.099609375,"Cd"
35322.8984375,"Cd"
21998.30078125,"Cd"
33039.69921875,"Cd"
9284.7998046875,"Cd"
24580.099609375,"Cd"
23937.099609375,"Cd"
19500.5,"Cd"
21697.900390625,"Cd"
22828.900390625,"Cd"
17973.099609375,"Cd"
24989.400390625,"Cd"
20338.80078125,"Cd"
32511.599609375,"Cd"
15365.900390625,"Cd"
43839.1015625,"Cd"
27598.900390625,"Cd"
18518.400390625,"Cd"
15599.2998046875,"Cd"
29981.900390625,"Cd"
32935.69921875,"Cd"
31904.900390625,"Cd"
21040.69921875,"Cd"
13427,"Cd"
24750.400390625,"Cd"
22799,"Cd"
16891.5,"Cd"
20992.80078125,"Cd"
21316.599609375,"Cd"
19095.30078125,"Cd"
14883.599609375,"Cd"
25515.400390625,"Cd"
15626.7998046875,"Cd"
21644.30078125,"Cd"
34456.6015625,"Cd"
16553.599609375,"Cd"
18799.5,"Cd"
34737.8984375,"Cd"
36802.8984375,"Cd"
29330.099609375,"Cd"
30611.900390625,"Cd"
14374.7998046875,"Cd"
20696.099609375,"Cd"
14854.400390625,"Cd"
17475.099609375,"Cd"
25546.900390625,"Cd"
21644.400390625,"Cd"
19669.30078125,"Cd"
17955.400390625,"Cd"
27059.19921875,"Cd"
20233.900390625,"Cd"
19873.69921875,"Cd"
12152.5,"Cd"
27806.900390625,"Cd"
23539.5,"Cd"
30694,"Cd"
26250.80078125,"Cd"
16513.099609375,"Cd"
15648.2998046875,"Cd"
20102.599609375,"Cd"
18635.400390625,"Cd"
22597.30078125,"Cd"
21248.19921875,"Cd"
23359.5,"Cd"
33582.80078125,"Cd"
17340.69921875,"Cd"
22281.5,"Cd"
17456,"Cd"
23207,"Cd"
24673.900390625,"Cd"
30020.099609375,"Cd"
19661.30078125,"Cd"
20036.599609375,"Cd"
25903.599609375,"Cd"
15602.5,"Cd"
23324.400390625,"Cd"
31588.400390625,"Cd"
10503.599609375,"Cd"
25214.400390625,"Cd"
18711.30078125,"Cd"
30972.599609375,"Cd"
19158.900390625,"Cd"
19049.599609375,"Cd"
14138.400390625,"Cd"
30253.400390625,"Cd"
16829.80078125,"Cd"
23366.900390625,"Cd"
51370.19921875,"Cd"
15772.900390625,"Cd"
27882.19921875,"Cd"
26072.5,"Cd"
28835.400390625,"Cd"
24142,"Cd"
12635.2998046875,"Cd"
24098.099609375,"Cd"
21567.599609375,"Cd"
23913.5,"Cd"
15511.900390625,"Cd"
32675.900390625,"Cd"
21699.599609375,"Cd"
20005.400390625,"Cd"
23744.80078125,"Cd"
25298.099609375,"Cd"
19266.900390625,"Cd"
23032.099609375,"Cd"
18412.400390625,"Cd"
19792.900390625,"Cd"
20351.30078125,"Cd"
23460.900390625,"Cd"
29880.69921875,"Cd"
23260.400390625,"Cd"
21398.19921875,"Cd"
22865.5,"Cd"
17367.400390625,"Cd"
25541.5,"Cd"
8070,"Cd"
13626.7998046875,"Cd"
35670.6015625,"Cd"
14947.7998046875,"Cd"
22919.599609375,"Cd"
16698.900390625,"Cd"
22739.30078125,"Cd"
10608.7001953125,"Cd"
34489,"Cd"
41439.30078125,"Cd"
20107.19921875,"Cd"
30930,"Cd"
23094,"Cd"
24478,"Cd"
21178.900390625,"Cd"
20508.30078125,"Cd"
22551.599609375,"Cd"
26139.099609375,"Cd"
25481.5,"Cd"
16216.400390625,"Cd"
29981.400390625,"Cd"
26850.599609375,"Cd"
10172.900390625,"Cd"
25862.80078125,"Cd"
28863.599609375,"Cd"
18134.900390625,"Cd"
17496.599609375,"Cd"
20502.900390625,"Cd"
27279.900390625,"Cd"
25600.30078125,"Cd"
26719.900390625,"Cd"
27121.19921875,"Cd"
21969.400390625,"Cd"
13918.2001953125,"Cd"
16341,"Cd"
27625.400390625,"Cd"
19466.5,"Cd"
11269.5,"Cd"
19074.30078125,"Cd"
18040.599609375,"Cd"
31402.30078125,"Cd"
27106.099609375,"Cd"
18280.400390625,"Cd"
52261.80078125,"Cd"
26689.19921875,"Cd"
21664,"Cd"
21238.30078125,"Cd"
19379.599609375,"Cd"
29796.599609375,"Cd"
24361.5,"Cd"
37585.3984375,"Cd"
19041.400390625,"Cd"
15142.599609375,"Cd"
32236.400390625,"Cd"
22912.80078125,"Cd"
19752.099609375,"Cd"
9054.900390625,"Cd"
28243.599609375,"Cd"
17526.900390625,"Cd"
19653.400390625,"Cd"
20093.80078125,"Cd"
20699.900390625,"Cd"
15260.2001953125,"Cd"
18845.400390625,"Cd"
23428.69921875,"Cd"
23351.5,"Cd"
19910.900390625,"Cd"
28530,"Cd"
15236.5,"Cd"
21630.30078125,"Cd"
23141.599609375,"Cd"
33844.30078125,"Cd"
9284.599609375,"Cd"
39142.8984375,"Cd"
13919.7998046875,"Cd"
10500.7001953125,"Cd"
9744,"Cd"
13841.2998046875,"Cd"
10662.7001953125,"Cd"
32996.5,"Cd"
17956.80078125,"Cd"
22772.099609375,"Cd"
36243.1015625,"Cd"
85508.5,"Cd"
10791.400390625,"Cd"
23324.400390625,"Cd"
24863.599609375,"Cd"
22043.900390625,"Cd"
14234.7998046875,"Cd"
19635.099609375,"Cd"
13715.900390625,"Cd"
23051.599609375,"Cd"
29666.900390625,"Cd"
15947.900390625,"Cd"
21575.30078125,"Cd"
37284.3984375,"Cd"
23795.19921875,"Cd"
14534.400390625,"Cd"
34123.19921875,"Cd"
67015,"Cd"
31185.900390625,"Cd"
14582,"Cd"
27797.5,"Cd"
19553.30078125,"Cd"
25726.599609375,"Cd"
27837.80078125,"Cd"
31804.099609375,"Cd"
25117.099609375,"Cd"
22196,"Cd"
15280.400390625,"Cd"
20657.400390625,"Cd"
20920.599609375,"Cd"
17160.400390625,"Cd"
48206.30078125,"Cd"
19275.099609375,"Cd"
22837.900390625,"Cd"
20787.099609375,"Cd"
27890.900390625,"Cd"
19126.900390625,"Cd"
17643.30078125,"Cd"
25255.400390625,"Cd"
36204.69921875,"Cd"
22037.400390625,"Cd"
23912.19921875,"Cd"
14971,"Cd"
17682.900390625,"Cd"
21299.5,"Cd"
16480,"Cd"
22764.80078125,"Cd"
17233.099609375,"Cd"
20452.30078125,"Cd"
20719.599609375,"Cd"
28265.30078125,"Cd"
30882.599609375,"Cd"
18969.599609375,"Cd"
19878.5,"Cd"
16935.900390625,"Cd"
18176.900390625,"Cd"
42880.6015625,"Cd"
17817.400390625,"Cd"
36273.80078125,"Cd"
27467.099609375,"Cd"
17075.400390625,"Cd"
18195.099609375,"Cd"
25144.400390625,"Cd"
25559.900390625,"Cd"
16027.7998046875,"Cd"
13456.400390625,"Cd"
17098.19921875,"Cd"
49317.3984375,"Cd"
15854.2001953125,"Cd"
18379.5,"Cd"
25251.900390625,"Cd"
20766,"Cd"
19201.5,"Cd"
14517.7998046875,"Cd"
28800.099609375,"Cd"
100646.296875,"Cd"
20678.099609375,"Cd"
118882.8984375,"Cd"
30831.30078125,"Cd"
15552.7001953125,"Cd"
24842,"Cd"
23507.80078125,"Cd"
16210.7001953125,"Cd"
20907.80078125,"Cd"
18488.599609375,"Cd"
20996.599609375,"Cd"
19422.19921875,"Cd"
19073.80078125,"Cd"
27943.30078125,"Cd"
19116.900390625,"Cd"
21035.400390625,"Cd"
26607.900390625,"Cd"
15966,"Cd"
15027.900390625,"Cd"
22078.69921875,"Cd"
20718,"Cd"
20738.400390625,"Cd"
17228.400390625,"Cd"
87300.203125,"Cd"
15598.400390625,"Cd"
19998.400390625,"Cd"
56499.30078125,"Cd"
29785.30078125,"Cd"
27875.900390625,"Cd"
16679.400390625,"Cd"
20315.19921875,"Cd"
24066.69921875,"Cd"
12822.400390625,"Cd"
23296.599609375,"Cd"
29510.19921875,"Cd"
20984.30078125,"Cd"
17452.400390625,"Cd"
31472.5,"Cd"
23883.5,"Cd"
24906.19921875,"Cd"
17880.599609375,"Cd"
26343,"Cd"
19593.30078125,"Cd"
11945.099609375,"Cd"
24250.099609375,"Cd"
72342.703125,"Cd"
19062.80078125,"Cd"
30994.80078125,"Cd"
12651.900390625,"Cd"
27639.900390625,"Cd"
25104.400390625,"Cd"
21581.5,"Cd"
10949.900390625,"Cd"
20018.19921875,"Cd"
24096.5,"Cd"
19818.900390625,"Cd"
29757.400390625,"Cd"
88165.203125,"Cd"
32770.3984375,"Cd"
23977.900390625,"Cd"
77748.796875,"Cd"
29338.30078125,"Cd"
21228.900390625,"Cd"
34242.3984375,"Cd"
23521.19921875,"Cd"
18417.19921875,"Cd"
25465.400390625,"Cd"
24654.599609375,"Cd"
18481.69921875,"Cd"
31820.30078125,"Cd"
30481.400390625,"Cd"
20252.5,"Cd"
18112,"Cd"
19006.69921875,"Cd"
25541.099609375,"Cd"
17042,"Cd"
23912.30078125,"Cd"
26103.599609375,"Cd"
15015.099609375,"Cd"
29278.30078125,"Cd"
17320.900390625,"Cd"
26938.69921875,"Cd"
996142.3125,"Cd"
22262.30078125,"Cd"
21305.400390625,"Cd"
11660.400390625,"Cd"
24472,"Cd"
295183.3125,"Cd"
34354.6015625,"Cd"
23523.599609375,"Cd"
15182.7001953125,"Cd"
21300.30078125,"Cd"
25519.80078125,"Cd"
22026.900390625,"Cd"
59844.8984375,"Cd"
29742.400390625,"Cd"
18995.5,"Cd"
16539.400390625,"Cd"
10657.2001953125,"Cd"
39823.5,"Cd"
22745.900390625,"Cd"
21020.400390625,"Cd"
22983.69921875,"Cd"
55750.3984375,"Cd"
15557.400390625,"Cd"
9208.2998046875,"Cd"
33657.80078125,"Cd"
28036.400390625,"Cd"
10599.400390625,"Cd"
30842.69921875,"Cd"
20472.69921875,"Cd"
19038.400390625,"Cd"
29873.099609375,"Cd"
18668.19921875,"Cd"
22804.30078125,"Cd"
24229.400390625,"Cd"
42320.5,"Cd"
12721,"Cd"
10496.7001953125,"Cd"
21584.099609375,"Cd"
30438.5,"Cd"
19197.80078125,"Cd"
20251.099609375,"Cd"
24116.099609375,"Cd"
9809.7998046875,"Cd"
31856.900390625,"Cd"
24935.19921875,"Cd"
25219.80078125,"Cd"
26454.80078125,"Cd"
121164.8984375,"Cd"
37954.8984375,"Cd"
21174,"Cd"
18475.900390625,"Cd"
19815.5,"Cd"
25876.099609375,"Cd"
23733.099609375,"Cd"
19349.900390625,"Cd"
18178.599609375,"Cd"
15540,"Cd"
19495.30078125,"Cd"
16687.30078125,"Cd"
18037.19921875,"Cd"
82590,"Cd"
25055.599609375,"Cd"
16549.80078125,"Cd"
34767.6015625,"Cd"
15545.099609375,"Cd"
25859.19921875,"Cd"
15424.7998046875,"Cd"
21290.80078125,"Cd"
12299.400390625,"Cd"
19054.900390625,"Cd"
17411.400390625,"Cd"
27201.5,"Cd"
18127.900390625,"Cd"
20928.69921875,"Cd"
33252.5,"Cd"
57948.8984375,"Cd"
21911.400390625,"Cd"
15007.2001953125,"Cd"
33277.8984375,"Cd"
14414.900390625,"Cd"
25299.30078125,"Cd"
11341.7998046875,"Cd"
19105.400390625,"Cd"
8153.39990234375,"Cd"
31459.69921875,"Cd"
19687.69921875,"Cd"
20718.400390625,"Cd"
14759.599609375,"Cd"
40387.69921875,"Cd"
22136.30078125,"Cd"
25656.900390625,"Cd"
24991.5,"Cd"
49736.30078125,"Cd"
17991.599609375,"Cd"
8503.599609375,"Cd"
21768.19921875,"Cd"
18892.30078125,"Cd"
28052.30078125,"Cd"
33428.8984375,"Cd"
23887.400390625,"Cd"
14618.900390625,"Cd"
23352,"Cd"
18815.400390625,"Cd"
22751.69921875,"Cd"
27705.5,"Cd"
17335.400390625,"Cd"
34030.3984375,"Cd"
31413.69921875,"Cd"
13550.400390625,"Cd"
21276.400390625,"Cd"
23726.30078125,"Cd"
18656.80078125,"Cd"
31663.400390625,"Cd"
20932.400390625,"Cd"
26165.19921875,"Cd"
30173.19921875,"Cd"
16483.400390625,"Cd"
13467.099609375,"Cd"
28683.19921875,"Cd"
14230.7998046875,"Cd"
95775.8984375,"Cd"
18798.5,"Cd"
16635.5,"Cd"
16581.19921875,"Cd"
14618.099609375,"Cd"
35428,"Cd"
16425.80078125,"Cd"
29703.599609375,"Cd"
34753.6015625,"Cd"
21196.80078125,"Cd"
35918.8984375,"Cd"
28181.69921875,"Cd"
21778.80078125,"Cd"
22244.80078125,"Cd"
18567.400390625,"Cd"
10830.400390625,"Cd"
19997,"Cd"
14633.900390625,"Cd"
32641.5,"Cd"
34473.1015625,"Cd"
15458.599609375,"Cd"
23846.400390625,"Cd"
20861.599609375,"Cd"
20296,"Cd"
29848.80078125,"Cd"
34228.80078125,"Cd"
33194.19921875,"Cd"
24607.5,"Cd"
22061.599609375,"Cd"
17135.099609375,"Cd"
12453.599609375,"Cd"
24571.30078125,"Cd"
19076.599609375,"Cd"
32238.599609375,"Cd"
22816.19921875,"Cd"
34271.80078125,"Cd"
9950.7998046875,"Cd"
22859.400390625,"Cd"
18983.400390625,"Cd"
16133.400390625,"Cd"
24218.5,"Cd"
34106.8984375,"Cd"
32457.19921875,"Cd"
34478,"Cd"
17101.900390625,"Cd"
16110.900390625,"Cd"
15797.2001953125,"Cd"
23792.80078125,"Cd"
26065.599609375,"Cd"
26841.599609375,"Cd"
15995.7001953125,"Cd"
14063.7998046875,"Cd"
19759.30078125,"Cd"
32778.3984375,"Cd"
21318.900390625,"Cd"
23935.900390625,"Cd"
22646.5,"Cd"
26276.400390625,"Cd"
21171.19921875,"Cd"
22867,"Cd"
17039.900390625,"Cd"
19020.900390625,"Cd"
16154.7001953125,"Cd"
23474.900390625,"Cd"
21163.400390625,"Cd"
13304.2998046875,"Cd"
12761.7998046875,"Cd"
103440.8984375,"Cd"
37374.8984375,"Cd"
22913.69921875,"Cd"
13882.7001953125,"Cd"
15274.900390625,"Cd"
12177.599609375,"Cd"
19646.19921875,"Cd"
16162.2998046875,"Cd"
9377.900390625,"Cd"
20893.5,"Cd"
18240.5,"Cd"
23305.19921875,"Cd"
34580.6015625,"Cd"
20400.5,"Cd"
25019.80078125,"Cd"
29924.599609375,"Cd"
26848.099609375,"Cd"
19758.80078125,"Cd"
16866.900390625,"Cd"
21322.69921875,"Cd"
27522.80078125,"Cd"
15261.2998046875,"Cd"
21321.400390625,"Cd"
13795.400390625,"Cd"
17415.5,"Cd"
23234.900390625,"Cd"
23247.5,"Cd"
33718.1015625,"Cd"
24919.599609375,"Cd"
30909.400390625,"Cd"
34346.1015625,"Cd"
25715,"Cd"
17713.80078125,"Cd"
30680.80078125,"Cd"
17424.19921875,"Cd"
20530,"Cd"
15442.099609375,"Cd"
70079.6015625,"Cd"
33208.80078125,"Cd"
11674.599609375,"Cd"
16691.599609375,"Cd"
21909.19921875,"Cd"
21697.80078125,"Cd"
23669.30078125,"Cd"
19171.900390625,"Cd"
18097.400390625,"Cd"
19766.900390625,"Cd"
30183,"Cd"
15226.900390625,"Cd"
27513.19921875,"Cd"
26906.80078125,"Cd"
15992.599609375,"Cd"
29900.599609375,"Cd"
25817.19921875,"Cd"
16941.30078125,"Cd"
24370.80078125,"Cd"
28006.900390625,"Cd"
22771.400390625,"Cd"
83501.3984375,"Cd"
21768,"Cd"
24361.400390625,"Cd"
20920.69921875,"Cd"
12854,"Cd"
21352.900390625,"Cd"
24838.400390625,"Cd"
31753.19921875,"Cd"
24082.400390625,"Cd"
27275.400390625,"Cd"
23449.30078125,"Cd"
17702.30078125,"Cd"
8563.400390625,"Cd"
16172.400390625,"Cd"
37469.69921875,"Cd"
30011.69921875,"Cd"
34970.8984375,"Cd"
21359.599609375,"Cd"
30827.69921875,"Cd"
13411.2998046875,"Cd"
21166.900390625,"Cd"
17403.5,"Cd"
26965,"Cd"
19169.69921875,"Cd"
21240.599609375,"Cd"
28083.5,"Cd"
8721.7998046875,"Cd"
12449.099609375,"Cd"
24663.099609375,"Cd"
20241.80078125,"Cd"
15398.400390625,"Cd"
22488.69921875,"Cd"
27087.80078125,"Cd"
10346.2998046875,"Cd"
17817.900390625,"Cd"
20274.400390625,"Cd"
16577.5,"Cd"
24911.900390625,"Cd"
32519.5,"Cd"
24117.099609375,"Cd"
13700.099609375,"Cd"
25185.400390625,"Cd"
20372.099609375,"Cd"
19435,"Cd"
26882.80078125,"Cd"
19841.30078125,"Cd"
18586.69921875,"Cd"
18899.5,"Cd"
12855.099609375,"Cd"
28610.099609375,"Cd"
17512.599609375,"Cd"
9196.7998046875,"Cd"
26233.30078125,"Cd"
25094.099609375,"Cd"
14947.2998046875,"Cd"
23595.5,"Cd"
17815.099609375,"Cd"
31801.599609375,"Cd"
31482.599609375,"Cd"
14491.2998046875,"Cd"
17807.599609375,"Cd"
248842.59375,"Cd"
28470.19921875,"Cd"
19922.30078125,"Cd"
28599.30078125,"Cd"
23074.900390625,"Cd"
27657.900390625,"Cd"
23404.900390625,"Cd"
17785.5,"Cd"
27112.400390625,"Cd"
20682.19921875,"Cd"
12696,"Cd"
22811.900390625,"Cd"
26595.900390625,"Cd"
37959.19921875,"Cd"
20560.900390625,"Cd"
13253.400390625,"Cd"
25548.30078125,"Cd"
16443.80078125,"Cd"
11471.900390625,"Cd"
28013.900390625,"Cd"
35321.69921875,"Cd"
11028.7001953125,"Cd"
22052.900390625,"Cd"
-3088.5,"H2O2"
136513,"H2O2"
6866.1875,"H2O2"
48742.8125,"H2O2"
59536.1875,"H2O2"
42045.9375,"H2O2"
76847.375,"H2O2"
4109.125,"H2O2"
-11975.875,"H2O2"
97731.125,"H2O2"
29260.3125,"H2O2"
43698.6875,"H2O2"
50878.9375,"H2O2"
26844.1875,"H2O2"
37164.9375,"H2O2"
109902.3125,"H2O2"
102173.6875,"H2O2"
61716,"H2O2"
47018.375,"H2O2"
62007.8125,"H2O2"
131815.5625,"H2O2"
8075.3125,"H2O2"
65417.3125,"H2O2"
32237.875,"H2O2"
27394.3125,"H2O2"
113747.25,"H2O2"
108978.375,"H2O2"
156514.0625,"H2O2"
17757.25,"H2O2"
26707.375,"H2O2"
121721.6875,"H2O2"
-9871.1875,"H2O2"
48093.1875,"H2O2"
153572.375,"H2O2"
120119.8125,"H2O2"
-3192,"H2O2"
4348.625,"H2O2"
-4774.375,"H2O2"
107893.8125,"H2O2"
127253,"H2O2"
46931.25,"H2O2"
70357.0625,"H2O2"
-2654.5,"H2O2"
131409.75,"H2O2"
148160.4375,"H2O2"
38202.75,"H2O2"
28345.9375,"H2O2"
19111.8125,"H2O2"
119698.25,"H2O2"
118045.75,"H2O2"
85734.875,"H2O2"
94543.25,"H2O2"
75980.8125,"H2O2"
147353.0625,"H2O2"
88148,"H2O2"
-3102.5625,"H2O2"
151621.875,"H2O2"
10174.625,"H2O2"
13383.125,"H2O2"
34641.375,"H2O2"
-389.8125,"H2O2"
5119.0625,"H2O2"
-4609.5625,"H2O2"
136975.75,"H2O2"
60863.6875,"H2O2"
114007.875,"H2O2"
-6261.75,"H2O2"
18597.25,"H2O2"
-3391.75,"H2O2"
74258.0625,"H2O2"
161106.0625,"H2O2"
96415.1875,"H2O2"
119668,"H2O2"
27374.6875,"H2O2"
11591.6875,"H2O2"
105529.5625,"H2O2"
191924.0625,"H2O2"
246298.6875,"H2O2"
18067.875,"H2O2"
23198.25,"H2O2"
21349.1875,"H2O2"
91762.0625,"H2O2"
189907.1875,"H2O2"
88160.5625,"H2O2"
202932,"H2O2"
16582.75,"H2O2"
149710.375,"H2O2"
37854.125,"H2O2"
23974,"H2O2"
18390.9375,"H2O2"
43932.3125,"H2O2"
63044.0625,"H2O2"
24298.4375,"H2O2"
-4883.75,"H2O2"
181780.9375,"H2O2"
88991.125,"H2O2"
4012.3125,"H2O2"
8822.8125,"H2O2"
213519.75,"H2O2"
74536.5,"H2O2"
116949.25,"H2O2"
33921.3125,"H2O2"
81159,"H2O2"
-2260.75,"H2O2"
33756.75,"H2O2"
33663.25,"H2O2"
90710.125,"H2O2"
25959.625,"H2O2"
66954.1875,"H2O2"
26256.1875,"H2O2"
166187.9375,"H2O2"
112897.1875,"H2O2"
101854.125,"H2O2"
106562.875,"H2O2"
118199.0625,"H2O2"
58491,"H2O2"
8181.5625,"H2O2"
187817.0625,"H2O2"
25338.125,"H2O2"
68714.625,"H2O2"
162828.5625,"H2O2"
148185.125,"H2O2"
200087.125,"H2O2"
128656.75,"H2O2"
22908.75,"H2O2"
92000.375,"H2O2"
34960.375,"H2O2"
25175.25,"H2O2"
37356.6875,"H2O2"
28858.625,"H2O2"
82314.1875,"H2O2"
82655.375,"H2O2"
215771.375,"H2O2"
7247.3125,"H2O2"
93951.875,"H2O2"
33853.5,"H2O2"
32963.1875,"H2O2"
18183.5,"H2O2"
105359.0625,"H2O2"
11308.3125,"H2O2"
170753.3125,"H2O2"
22879.375,"H2O2"
50564.3125,"H2O2"
2592.5625,"H2O2"
155136.5625,"H2O2"
27370.3125,"H2O2"
13097.875,"H2O2"
35174.4375,"H2O2"
132792.1875,"H2O2"
5804,"H2O2"
113552.875,"H2O2"
117541.1875,"H2O2"
-6366.6875,"H2O2"
88723.4375,"H2O2"
148708.75,"H2O2"
18383.4375,"H2O2"
144596.75,"H2O2"
106314.5,"H2O2"
126333.5,"H2O2"
138419.8125,"H2O2"
117323.6875,"H2O2"
56234.0625,"H2O2"
99783,"H2O2"
31640.4375,"H2O2"
19957.4375,"H2O2"
47134,"H2O2"
61923.4375,"H2O2"
23819.75,"H2O2"
17964.5625,"H2O2"
98257.1875,"H2O2"
126619.9375,"H2O2"
40354.4375,"H2O2"
71835.5,"H2O2"
217868.125,"H2O2"
2162.5,"H2O2"
70505.25,"H2O2"
12548.3125,"H2O2"
22481.5625,"H2O2"
96534.6875,"H2O2"
21591.375,"H2O2"
38099.5,"H2O2"
158.75,"H2O2"
158553.375,"H2O2"
32025.875,"H2O2"
132340.8125,"H2O2"
138615.9375,"H2O2"
88812.875,"H2O2"
13647.875,"H2O2"
15248.1875,"H2O2"
37801.4375,"H2O2"
101283.875,"H2O2"
159499.625,"H2O2"
17851.625,"H2O2"
36609.375,"H2O2"
268147.25,"H2O2"
18467.125,"H2O2"
129214.4375,"H2O2"
20162,"H2O2"
1411.25,"H2O2"
-5272.0625,"H2O2"
40497.5625,"H2O2"
44109.875,"H2O2"
24377.6875,"H2O2"
151558.3125,"H2O2"
253033.25,"H2O2"
37967.125,"H2O2"
-815.6875,"H2O2"
36079.8125,"H2O2"
165313.0625,"H2O2"
158340,"H2O2"
15656.5,"H2O2"
18711.625,"H2O2"
72164.375,"H2O2"
12876.375,"H2O2"
-1726.375,"H2O2"
109608.75,"H2O2"
109402.625,"H2O2"
-2096.9375,"H2O2"
41507.125,"H2O2"
50249.125,"H2O2"
28058.375,"H2O2"
162660.375,"H2O2"
139681.25,"H2O2"
37086.0625,"H2O2"
87610.4375,"H2O2"
41641.5625,"H2O2"
96237.4375,"H2O2"
41810.625,"H2O2"
165906.9375,"H2O2"
56379.5625,"H2O2"
88378.625,"H2O2"
178703.875,"H2O2"
73075.4375,"H2O2"
-4833.625,"H2O2"
229821.625,"H2O2"
-881,"H2O2"
41367.1875,"H2O2"
33994.8125,"H2O2"
74517.75,"H2O2"
-3477.8125,"H2O2"
132427.3125,"H2O2"
27654,"H2O2"
12341.0625,"H2O2"
16300.875,"H2O2"
17381.125,"H2O2"
90168.0625,"H2O2"
5649.625,"H2O2"
171092.625,"H2O2"
82956.6875,"H2O2"
33397.375,"H2O2"
54354.3125,"H2O2"
118762.6875,"H2O2"
-2044.25,"H2O2"
89448.875,"H2O2"
103750.6875,"H2O2"
53108.0625,"H2O2"
34719.1875,"H2O2"
26618.3125,"H2O2"
242457.5,"H2O2"
93465.875,"H2O2"
29554,"H2O2"
32110.1875,"H2O2"
-9707.5625,"H2O2"
166731.9375,"H2O2"
150932.625,"H2O2"
174896.1875,"H2O2"
93752.375,"H2O2"
126628.5,"H2O2"
6684.875,"H2O2"
67496.375,"H2O2"
114757.8125,"H2O2"
110062.25,"H2O2"
131807.25,"H2O2"
53901.5625,"H2O2"
117236.875,"H2O2"
2784.4375,"H2O2"
65744.6875,"H2O2"
9550.8125,"H2O2"
80806,"H2O2"
75109.6875,"H2O2"
109467.75,"H2O2"
3880.8125,"H2O2"
-10529.25,"H2O2"
16944.3125,"H2O2"
10361.375,"H2O2"
135047.125,"H2O2"
113034.625,"H2O2"
220921.4375,"H2O2"
2268.6875,"H2O2"
32424.0625,"H2O2"
15569.9375,"H2O2"
42432.125,"H2O2"
66259,"H2O2"
54572.25,"H2O2"
13952.5625,"H2O2"
-8144.625,"H2O2"
116989.8125,"H2O2"
166933.1875,"H2O2"
206621.25,"H2O2"
30850.875,"H2O2"
143878.8125,"H2O2"
10871.6875,"H2O2"
86289.375,"H2O2"
75306.0625,"H2O2"
-593.25,"H2O2"
5830.5,"H2O2"
40172.0625,"H2O2"
13792.5625,"H2O2"
120334.3125,"H2O2"
151220.5,"H2O2"
35478.75,"H2O2"
35655.625,"H2O2"
2297.875,"H2O2"
146995.875,"H2O2"
39915.9375,"H2O2"
40790,"H2O2"
-4559.9375,"H2O2"
13865.6875,"H2O2"
110333.0625,"H2O2"
117089.875,"H2O2"
16890.6875,"H2O2"
6907,"H2O2"
2247.6875,"H2O2"
12704.4375,"H2O2"
113504.6875,"H2O2"
30.4375,"H2O2"
155797.5,"H2O2"
222502.6875,"H2O2"
104257.125,"H2O2"
163403.6875,"H2O2"
61165.0625,"H2O2"
34102.0625,"H2O2"
20228.25,"H2O2"
20999.25,"H2O2"
22557.125,"H2O2"
12687.0625,"H2O2"
35637.625,"H2O2"
84594.4375,"H2O2"
123430.5,"H2O2"
194170.625,"H2O2"
80588.75,"H2O2"
23061.375,"H2O2"
17667.625,"H2O2"
37902.8125,"H2O2"
-5443.5,"H2O2"
50884.75,"H2O2"
27304.9375,"H2O2"
37759.625,"H2O2"
32186.6875,"H2O2"
106498.0625,"H2O2"
144552.6875,"H2O2"
115361,"H2O2"
21180.4375,"H2O2"
20701.125,"H2O2"
38696.8125,"H2O2"
40570.9375,"H2O2"
-8041.6875,"H2O2"
54684.1875,"H2O2"
97870.3125,"H2O2"
5756.25,"H2O2"
29451.625,"H2O2"
77784.375,"H2O2"
-4310.125,"H2O2"
111836.8125,"H2O2"
11904.1875,"H2O2"
-3509.5,"H2O2"
50267.1875,"H2O2"
192661.0625,"H2O2"
124512.875,"H2O2"
194836.5,"H2O2"
97490.6875,"H2O2"
182003.5625,"H2O2"
-1646.1875,"H2O2"
