"SSC-A","label"
13656.599609375,"STR"
18885.30078125,"STR"
16437.19921875,"STR"
11206,"STR"
25182.900390625,"STR"
37496.80078125,"STR"
34420.3984375,"STR"
12121,"STR"
30491.69921875,"STR"
30855.400390625,"STR"
26463.69921875,"STR"
18016.900390625,"STR"
8449.900390625,"STR"
17752,"STR"
16471.69921875,"STR"
20058.30078125,"STR"
378190,"STR"
22393.19921875,"STR"
21400.69921875,"STR"
20090.19921875,"STR"
21531,"STR"
12298.7001953125,"STR"
14561.900390625,"STR"
21357.69921875,"STR"
40969.1015625,"STR"
15916.599609375,"STR"
22853.099609375,"STR"
15573.599609375,"STR"
18081.5,"STR"
21535.80078125,"STR"
22410,"STR"
15037.2001953125,"STR"
23406.599609375,"STR"
34235.6015625,"STR"
9897.2998046875,"STR"
19237.099609375,"STR"
67602.703125,"STR"
16309.5,"STR"
30918.099609375,"STR"
11625.2001953125,"STR"
23514.30078125,"STR"
24450.099609375,"STR"
10808.5,"STR"
21376,"STR"
18045.80078125,"STR"
27195.69921875,"STR"
20152.900390625,"STR"
32806.19921875,"STR"
20308.900390625,"STR"
17878.900390625,"STR"
13111,"STR"
12305.7001953125,"STR"
21236.30078125,"STR"
10877.5,"STR"
18050.69921875,"STR"
18866.19921875,"STR"
15128.7001953125,"STR"
30437.5,"STR"
22226.19921875,"STR"
17585.900390625,"STR"
23399.19921875,"STR"
20384.599609375,"STR"
14784.099609375,"STR"
19116.599609375,"STR"
16569.599609375,"STR"
21058.5,"STR"
36960.80078125,"STR"
17902,"STR"
32114.19921875,"STR"
29093.099609375,"STR"
21447.599609375,"STR"
15659.7998046875,"STR"
9077.599609375,"STR"
60971.19921875,"STR"
28772.5,"STR"
30345.099609375,"STR"
18666.69921875,"STR"
20687.30078125,"STR"
32876.6015625,"STR"
22790.5,"STR"
13376,"STR"
32348.30078125,"STR"
21199.30078125,"STR"
19507.69921875,"STR"
21830.30078125,"STR"
17701.5,"STR"
13681.099609375,"STR"
32209.80078125,"STR"
14894.2001953125,"STR"
9764.2998046875,"STR"
29438.69921875,"STR"
21514.099609375,"STR"
28972.69921875,"STR"
21034.400390625,"STR"
25621.80078125,"STR"
21446.099609375,"STR"
19490.19921875,"STR"
30224.19921875,"STR"
156018.90625,"STR"
13658.599609375,"STR"
34862,"STR"
8806.400390625,"STR"
34904.8984375,"STR"
37765,"STR"
19312.099609375,"STR"
19819.5,"STR"
21090.900390625,"STR"
16745.599609375,"STR"
13507.2998046875,"STR"
36051.8984375,"STR"
23321.099609375,"STR"
17841.19921875,"STR"
21368.900390625,"STR"
23839.69921875,"STR"
25465.900390625,"STR"
31929.900390625,"STR"
14714,"STR"
19268.69921875,"STR"
24093.80078125,"STR"
35719,"STR"
13796.2001953125,"STR"
23272.19921875,"STR"
21189.69921875,"STR"
16466.5,"STR"
35918.19921875,"STR"
19410.900390625,"STR"
25715.19921875,"STR"
19157.599609375,"STR"
25598.099609375,"STR"
19083.099609375,"STR"
19383.099609375,"STR"
16332,"STR"
21414.80078125,"STR"
32265.5,"STR"
26199.19921875,"STR"
31829.099609375,"STR"
20376.099609375,"STR"
38137.30078125,"STR"
13474.099609375,"STR"
12335.2001953125,"STR"
28099,"STR"
13874.599609375,"STR"
35892.19921875,"STR"
19081.80078125,"STR"
12191.099609375,"STR"
571014.5,"STR"
23223.5,"STR"
25711.80078125,"STR"
17921.69921875,"STR"
23506.400390625,"STR"
17980.69921875,"STR"
24294.400390625,"STR"
24183.400390625,"STR"
17693,"STR"
15800.7001953125,"STR"
21147.80078125,"STR"
16459.5,"STR"
18045.69921875,"STR"
21739.19921875,"STR"
32416.69921875,"STR"
12641.5,"STR"
16883.19921875,"STR"
16148.400390625,"STR"
23594.19921875,"STR"
29273.599609375,"STR"
21530.099609375,"STR"
35062.6015625,"STR"
21976.099609375,"STR"
16337,"STR"
10818.7998046875,"STR"
23381.5,"STR"
36023.69921875,"STR"
24635.599609375,"STR"
16773.599609375,"STR"
13926.2998046875,"STR"
46001.6015625,"STR"
18140.19921875,"STR"
13491,"STR"
21416.099609375,"STR"
26940.69921875,"STR"
30842.80078125,"STR"
32428.599609375,"STR"
20124,"STR"
9626.5,"STR"
21851.80078125,"STR"
31972.80078125,"STR"
27074.69921875,"STR"
18717.30078125,"STR"
8750,"STR"
23612.099609375,"STR"
20904.80078125,"STR"
21302.69921875,"STR"
20046.30078125,"STR"
33110.19921875,"STR"
32197.599609375,"STR"
24019.19921875,"STR"
28827.400390625,"STR"
39722.80078125,"STR"
21107.099609375,"STR"
25999.69921875,"STR"
15172.2001953125,"STR"
21016.400390625,"STR"
41006.6015625,"STR"
24954.5,"STR"
29139.400390625,"STR"
40602.3984375,"STR"
20539,"STR"
21656.099609375,"STR"
13186,"STR"
20563.400390625,"STR"
24945.599609375,"STR"
134785.796875,"STR"
33529.3984375,"STR"
20192.099609375,"STR"
17261.80078125,"STR"
21510.099609375,"STR"
35705.3984375,"STR"
10959.900390625,"STR"
15143.2001953125,"STR"
30075.80078125,"STR"
20906.19921875,"STR"
35662.69921875,"STR"
22664.400390625,"STR"
20129.69921875,"STR"
68870.8984375,"STR"
13814.400390625,"STR"
22201.5,"STR"
20636.69921875,"STR"
16756.30078125,"STR"
20312.5,"STR"
35238.19921875,"STR"
12329.7001953125,"STR"
19609.69921875,"STR"
27688,"STR"
19436.19921875,"STR"
9480.400390625,"STR"
14019.7001953125,"STR"
18127.099609375,"STR"
27937.099609375,"STR"
21719.599609375,"STR"
32967.6015625,"STR"
20040.5,"STR"
16393.80078125,"STR"
20769,"STR"
22514.69921875,"STR"
19090.099609375,"STR"
28971.599609375,"STR"
19974.30078125,"STR"
8677.099609375,"STR"
21846.19921875,"STR"
28324,"STR"
21168.099609375,"STR"
21760.19921875,"STR"
21126.19921875,"STR"
35034.3984375,"STR"
19067.19921875,"STR"
16166.400390625,"STR"
14314.400390625,"STR"
23106,"STR"
14060.2001953125,"STR"
30534.30078125,"STR"
31073,"STR"
23093.69921875,"STR"
32036.69921875,"STR"
22398.69921875,"STR"
28301,"STR"
19232.19921875,"STR"
21434.900390625,"STR"
24854.69921875,"STR"
146477.09375,"STR"
33496.6015625,"STR"
24416.599609375,"STR"
23015.099609375,"STR"
24216.5,"STR"
16903.30078125,"STR"
23320.5,"STR"
17033.69921875,"STR"
25770.599609375,"STR"
21638.599609375,"STR"
18858.30078125,"STR"
19177.599609375,"STR"
23106.69921875,"STR"
13197.5,"STR"
11282.599609375,"STR"
32978.19921875,"STR"
24801.80078125,"STR"
24270.599609375,"STR"
16752.5,"STR"
39766.5,"STR"
31712.80078125,"STR"
10567.2998046875,"STR"
10457.7001953125,"STR"
36258.80078125,"STR"
17213.5,"STR"
23235.599609375,"STR"
18704.80078125,"STR"
19893.19921875,"STR"
8860.2998046875,"STR"
25359.19921875,"STR"
28596.599609375,"STR"
26650.69921875,"STR"
15845.400390625,"STR"
30554.30078125,"STR"
21891.099609375,"STR"
30276.69921875,"STR"
14722.7001953125,"STR"
31022.900390625,"STR"
16729.099609375,"STR"
65933,"STR"
29903.400390625,"STR"
29796.900390625,"STR"
21224.5,"STR"
22479.099609375,"STR"
17659,"STR"
16098.400390625,"STR"
12595.599609375,"STR"
35767.30078125,"STR"
34170.3984375,"STR"
8958.599609375,"STR"
18538.30078125,"STR"
13758.099609375,"STR"
10837.2001953125,"STR"
13772.400390625,"STR"
10018.2001953125,"STR"
18281.900390625,"STR"
18527.400390625,"STR"
30618.5,"STR"
27052.69921875,"STR"
19113.30078125,"STR"
23574,"STR"
16713.19921875,"STR"
16215.7001953125,"STR"
14514.2001953125,"STR"
13375.5,"STR"
24666.19921875,"STR"
30258.400390625,"STR"
16643.19921875,"STR"
9144.599609375,"STR"
15755.099609375,"STR"
16938.599609375,"STR"
81877.6015625,"STR"
16081,"STR"
9378.7998046875,"STR"
14066.5,"STR"
43717.19921875,"STR"
10480.599609375,"STR"
22366.099609375,"STR"
31001.30078125,"STR"
21383.69921875,"STR"
31865.400390625,"STR"
25492.19921875,"STR"
11471.400390625,"STR"
10466.900390625,"STR"
23322,"STR"
28716.69921875,"STR"
20948.30078125,"STR"
17707.5,"STR"
33746.69921875,"STR"
17403.19921875,"STR"
17936.69921875,"STR"
18573,"STR"
17466.19921875,"STR"
12788.900390625,"STR"
25231.19921875,"STR"
28060.599609375,"STR"
12618.099609375,"STR"
20807.599609375,"STR"
17775.599609375,"STR"
25933.5,"STR"
26657.80078125,"STR"
17024.5,"STR"
22834.19921875,"STR"
10936.099609375,"STR"
8185.60009765625,"STR"
18369.30078125,"STR"
15659.599609375,"STR"
25448.69921875,"STR"
51590.5,"STR"
9258.099609375,"STR"
27521.69921875,"STR"
19241.80078125,"STR"
15923.099609375,"STR"
10116.5,"STR"
24362,"STR"
21701.80078125,"STR"
14390.7998046875,"STR"
12303.2001953125,"STR"
31973.80078125,"STR"
21398.5,"STR"
18540.099609375,"STR"
21045.30078125,"STR"
21684.69921875,"STR"
28462.80078125,"STR"
15539.2001953125,"STR"
17388.099609375,"STR"
19358.69921875,"STR"
20525.900390625,"STR"
21434.30078125,"STR"
17186.099609375,"STR"
14812.7001953125,"STR"
15990.7001953125,"STR"
9785.400390625,"STR"
24339.099609375,"STR"
14342.5,"STR"
29752.400390625,"STR"
15008.400390625,"STR"
23006.5,"STR"
30181.099609375,"STR"
34013,"STR"
20105.900390625,"STR"
15723.2001953125,"STR"
30746.900390625,"STR"
18004.19921875,"STR"
21503.900390625,"STR"
9383.900390625,"STR"
24950.5,"STR"
14064.7001953125,"STR"
14775.2998046875,"STR"
20352,"STR"
9317.7001953125,"STR"
21418.19921875,"STR"
13112.7001953125,"STR"
11520.5,"STR"
15135.7001953125,"STR"
16810.900390625,"STR"
19244.19921875,"STR"
13840.599609375,"STR"
17038.099609375,"STR"
22358.099609375,"STR"
24468.599609375,"STR"
16740,"STR"
24915.30078125,"STR"
27437.5,"STR"
36028.19921875,"STR"
13092.599609375,"STR"
41914.6015625,"STR"
16756.30078125,"STR"
22496.099609375,"STR"
20722.69921875,"STR"
82265,"STR"
39138.1015625,"STR"
14451.2001953125,"STR"
21504.19921875,"STR"
10779.400390625,"STR"
24114.19921875,"STR"
23813.400390625,"STR"
47298.8984375,"STR"
22451.5,"STR"
28800.19921875,"STR"
19412.80078125,"STR"
24512,"STR"
21607.19921875,"STR"
18099.19921875,"STR"
19990.69921875,"STR"
30943.5,"STR"
15860.7001953125,"STR"
8705.400390625,"STR"
11100.7001953125,"STR"
25055.099609375,"STR"
13687.599609375,"STR"
11217.599609375,"STR"
29028.099609375,"STR"
34644,"STR"
19362.30078125,"STR"
27007.5,"STR"
12541.7001953125,"STR"
28659.599609375,"STR"
15895.099609375,"STR"
24618.30078125,"STR"
19227.099609375,"STR"
40674.69921875,"STR"
24103,"STR"
22396.099609375,"STR"
12455.7001953125,"STR"
19621.80078125,"STR"
34153.1015625,"STR"
15541,"STR"
16916.5,"STR"
16652.30078125,"STR"
8596.7998046875,"STR"
45707.19921875,"STR"
24601.80078125,"STR"
11268,"STR"
10271.599609375,"STR"
19416.80078125,"STR"
17153.19921875,"STR"
25927.30078125,"STR"
17991.19921875,"STR"
8112.60009765625,"STR"
12396.7001953125,"STR"
9793.900390625,"STR"
25831.30078125,"STR"
25863.599609375,"STR"
34691.19921875,"STR"
17889.19921875,"STR"
13642.900390625,"STR"
23539.599609375,"STR"
24282,"STR"
12562.400390625,"STR"
29550.900390625,"STR"
24291,"STR"
12581.2001953125,"STR"
38557.3984375,"STR"
24002.19921875,"STR"
12230.900390625,"STR"
17603.400390625,"STR"
15707,"STR"
9342.7001953125,"STR"
22527.30078125,"STR"
20933.5,"STR"
24056.69921875,"STR"
10766.7001953125,"STR"
20605.19921875,"STR"
26051,"STR"
70152.203125,"STR"
28187.900390625,"STR"
28165.19921875,"STR"
17759.099609375,"STR"
24188.099609375,"STR"
32404.099609375,"STR"
17386.099609375,"STR"
25622.5,"STR"
22218.69921875,"STR"
22762.900390625,"STR"
22743.19921875,"STR"
20937.400390625,"STR"
34464.3984375,"STR"
15817.5,"STR"
12741.7001953125,"STR"
49336.30078125,"STR"
15083.5,"STR"
18695.19921875,"STR"
31494.69921875,"STR"
31910.69921875,"STR"
32430,"STR"
14732.2001953125,"STR"
27413.900390625,"STR"
19971.19921875,"STR"
9257.599609375,"STR"
17089.599609375,"STR"
23790.099609375,"STR"
28849.599609375,"STR"
21685,"STR"
22076.30078125,"STR"
8565,"STR"
27466.69921875,"STR"
19493.099609375,"STR"
32641.099609375,"STR"
15010.2998046875,"STR"
23095.599609375,"STR"
31521.19921875,"STR"
31251,"STR"
35804.1015625,"STR"
32066.19921875,"STR"
18516.30078125,"STR"
29269.599609375,"STR"
23421,"STR"
15225.5,"STR"
8676.2998046875,"STR"
19358.80078125,"STR"
8642.7001953125,"STR"
16470.30078125,"STR"
17664.5,"STR"
32044.599609375,"STR"
15568.2001953125,"STR"
19975.900390625,"STR"
24986.69921875,"STR"
19154.900390625,"STR"
22288.900390625,"STR"
31050,"STR"
17883.19921875,"STR"
10852.2998046875,"STR"
33976.5,"STR"
22825.69921875,"STR"
12753.2001953125,"STR"
17916.19921875,"STR"
29382.5,"STR"
19299.19921875,"STR"
14781.400390625,"STR"
18992.19921875,"STR"
20853.599609375,"STR"
13720.099609375,"STR"
11007.099609375,"STR"
24454.099609375,"STR"
15057.5,"STR"
17476.30078125,"STR"
27686,"STR"
18358.19921875,"STR"
27899.599609375,"STR"
21886.19921875,"STR"
31012.900390625,"STR"
22300.19921875,"STR"
22488.900390625,"STR"
12955.400390625,"STR"
18558.5,"STR"
26393.69921875,"STR"
23149.80078125,"STR"
79030,"STR"
17553.19921875,"STR"
32226.19921875,"STR"
25384.69921875,"STR"
10470,"STR"
22387.19921875,"STR"
27154.400390625,"STR"
20390.69921875,"STR"
33029.6015625,"STR"
18177.599609375,"STR"
29626.599609375,"STR"
14836.099609375,"STR"
21670.5,"STR"
22900.30078125,"STR"
49762.19921875,"STR"
9554.400390625,"STR"
19147.19921875,"STR"
26773.30078125,"STR"
21631.69921875,"STR"
20781,"STR"
29265.5,"STR"
21256.599609375,"STR"
20801.599609375,"STR"
26841.599609375,"STR"
26770.19921875,"STR"
19933.400390625,"STR"
26922.599609375,"STR"
23153.19921875,"STR"
26296.400390625,"STR"
9152,"STR"
19457.80078125,"STR"
34063.6015625,"STR"
28811.400390625,"STR"
29817.400390625,"STR"
21063.099609375,"STR"
70472.203125,"STR"
10558.2001953125,"STR"
12977.599609375,"STR"
23105.900390625,"STR"
17585.099609375,"STR"
12267,"STR"
23266.5,"STR"
12541.2998046875,"STR"
32704.80078125,"STR"
16760.80078125,"STR"
18677.599609375,"STR"
20468.69921875,"STR"
16857.19921875,"STR"
23492.400390625,"STR"
16635.19921875,"STR"
10486.7998046875,"STR"
38233.19921875,"STR"
31147,"STR"
16975.5,"STR"
22902.099609375,"STR"
20406.599609375,"STR"
26435.599609375,"STR"
18321.69921875,"STR"
31327.400390625,"STR"
31780.099609375,"STR"
26193.19921875,"STR"
22999.900390625,"STR"
21941.5,"STR"
17149.30078125,"STR"
117045.1015625,"STR"
16831.400390625,"STR"
10667.400390625,"STR"
17485.599609375,"STR"
16791.69921875,"STR"
15619.2001953125,"STR"
36886.1015625,"STR"
30164.900390625,"STR"
20968.69921875,"STR"
10803.400390625,"STR"
26622.69921875,"STR"
25338.80078125,"STR"
24107.19921875,"STR"
35698,"STR"
10314.5,"STR"
27237.099609375,"STR"
18894.099609375,"STR"
28344.099609375,"STR"
11231.7001953125,"STR"
18448.400390625,"STR"
10400.099609375,"STR"
214678.203125,"STR"
9019.900390625,"STR"
66942,"STR"
23754.80078125,"STR"
17858.099609375,"STR"
34540.8984375,"STR"
30657.900390625,"STR"
16702.099609375,"STR"
18454.19921875,"STR"
25152.69921875,"STR"
13923.599609375,"STR"
13708.400390625,"STR"
33820.1015625,"STR"
15840,"STR"
21735.5,"STR"
8732.7998046875,"STR"
20591.30078125,"STR"
21717.80078125,"STR"
17055.599609375,"STR"
25156.69921875,"STR"
16413.599609375,"STR"
25018.099609375,"STR"
41098.8984375,"STR"
14764.7001953125,"STR"
12076.400390625,"STR"
10285.7001953125,"STR"
32219.30078125,"STR"
25399.19921875,"STR"
14595.5,"STR"
8988.5,"STR"
34956.1015625,"STR"
16338.099609375,"STR"
13872.599609375,"STR"
13328.2001953125,"STR"
22002.900390625,"STR"
53128.6015625,"STR"
20791.69921875,"STR"
26067.900390625,"STR"
32682,"STR"
27231.80078125,"STR"
32817.6015625,"STR"
14024.400390625,"STR"
36637.8984375,"STR"
22625.599609375,"STR"
21502.19921875,"STR"
26849.69921875,"STR"
23623.099609375,"STR"
23949.69921875,"STR"
192818.90625,"STR"
24720.69921875,"STR"
23036.80078125,"STR"
16514.19921875,"STR"
15350,"STR"
22366.5,"STR"
23384.099609375,"STR"
41316.1015625,"STR"
9681.099609375,"STR"
10476.7001953125,"STR"
34069.3984375,"STR"
23736.099609375,"STR"
11534.7001953125,"STR"
33614.8984375,"STR"
24660.5,"STR"
12248.2998046875,"STR"
20323.099609375,"STR"
21666.900390625,"STR"
42042.8984375,"STR"
20416.599609375,"STR"
30690.19921875,"STR"
21382.19921875,"STR"
28727.099609375,"STR"
40049.8984375,"STR"
17179.599609375,"STR"
18942.5,"STR"
22038.5,"STR"
19671.30078125,"STR"
35662.30078125,"STR"
22710.30078125,"STR"
18744.599609375,"STR"
23608.19921875,"STR"
17339.599609375,"STR"
29185.099609375,"STR"
18788.400390625,"STR"
316765.5,"STR"
21877.80078125,"STR"
17835.19921875,"STR"
9890.900390625,"STR"
13772.7001953125,"STR"
17273.30078125,"STR"
18369.19921875,"STR"
20485,"STR"
24222.5,"STR"
19419.599609375,"STR"
12067.599609375,"STR"
18254.599609375,"STR"
17642.19921875,"STR"
21065.400390625,"STR"
29847.099609375,"STR"
16798.19921875,"STR"
17185.400390625,"STR"
35989.5,"STR"
20304.30078125,"STR"
26945.599609375,"STR"
17511.400390625,"STR"
8776.900390625,"STR"
16122.099609375,"STR"
23982.19921875,"STR"
24927.19921875,"STR"
16355.099609375,"STR"
31223.400390625,"STR"
33291.1015625,"STR"
29072.5,"STR"
11450,"STR"
17905.30078125,"STR"
21648.30078125,"STR"
23694.80078125,"STR"
17055.099609375,"STR"
20860.69921875,"STR"
42648.69921875,"STR"
16526.900390625,"STR"
8972.2001953125,"STR"
23430.80078125,"STR"
14562.2001953125,"STR"
26603.5,"STR"
29333,"STR"
24292.099609375,"STR"
33340.6015625,"STR"
21956.099609375,"STR"
18656.19921875,"STR"
29881.900390625,"STR"
23637.099609375,"STR"
27644.19921875,"STR"
18318.900390625,"STR"
30026.5,"STR"
19835.30078125,"STR"
18144.599609375,"STR"
24080.900390625,"STR"
31515.400390625,"STR"
21770.599609375,"STR"
40366.69921875,"STR"
21477.19921875,"STR"
21814.599609375,"STR"
30318.900390625,"STR"
25906.599609375,"STR"
19428.5,"STR"
12286,"STR"
17828.80078125,"STR"
18450.30078125,"STR"
19593.80078125,"STR"
41875.19921875,"STR"
15383.900390625,"STR"
15144.2001953125,"STR"
22290.30078125,"STR"
14190.2001953125,"STR"
14890,"STR"
21552.5,"STR"
26434.099609375,"STR"
32908.1015625,"STR"
15006.099609375,"STR"
38807.69921875,"STR"
22458.400390625,"STR"
20904.599609375,"STR"
31211.19921875,"STR"
13025.400390625,"STR"
26108,"STR"
27300.80078125,"STR"
17802.599609375,"STR"
9090.400390625,"STR"
17078.900390625,"STR"
20306.099609375,"STR"
14299.2001953125,"STR"
21927.69921875,"STR"
21216.599609375,"STR"
11335.400390625,"STR"
23756.099609375,"STR"
16988,"STR"
26219,"STR"
17171.30078125,"STR"
34185.80078125,"STR"
32957.30078125,"STR"
26539.599609375,"STR"
22878.19921875,"STR"
11995.099609375,"STR"
21464.099609375,"STR"
15851.400390625,"STR"
496344.5,"STR"
19806.30078125,"STR"
9627,"STR"
18560.19921875,"STR"
8800.400390625,"STR"
77919.8984375,"STR"
24839.19921875,"STR"
31274.900390625,"STR"
23816.19921875,"STR"
22502.80078125,"STR"
20750.19921875,"STR"
33063,"STR"
20815,"STR"
31810.099609375,"STR"
10742.599609375,"STR"
20334.599609375,"STR"
23575.69921875,"STR"
13842.900390625,"STR"
20014.599609375,"STR"
24223.19921875,"STR"
13042.900390625,"STR"
22100,"STR"
32414.30078125,"STR"
19917.099609375,"STR"
25157.400390625,"STR"
26494.400390625,"STR"
19570.099609375,"STR"
16669.69921875,"STR"
14034.900390625,"STR"
25796.69921875,"STR"
23306.80078125,"STR"
25844.19921875,"STR"
43276.5,"STR"
12986.5,"STR"
10784.099609375,"STR"
36058.6015625,"STR"
27618.599609375,"STR"
17251.69921875,"STR"
17877.400390625,"STR"
36648.1015625,"STR"
10066.2001953125,"STR"
8891.400390625,"STR"
23781,"STR"
22085.30078125,"STR"
23563.099609375,"STR"
29350.900390625,"STR"
22744.400390625,"STR"
22632.099609375,"STR"
36927.19921875,"STR"
28383.69921875,"STR"
29243.099609375,"STR"
22376.400390625,"STR"
15502.099609375,"STR"
31132,"STR"
16124,"STR"
62230.30078125,"STR"
19166.80078125,"STR"
37186.30078125,"STR"
22119.599609375,"STR"
23250.69921875,"STR"
18894.099609375,"STR"
30226.599609375,"STR"
16861.400390625,"STR"
18562,"STR"
19859.30078125,"STR"
8117,"STR"
25136.19921875,"STR"
33646.3984375,"STR"
20171.400390625,"STR"
21200.400390625,"STR"
30495.5,"STR"
48292,"STR"
25654.80078125,"STR"
28418.099609375,"STR"
21742.19921875,"STR"
15490.7001953125,"STR"
18539.19921875,"STR"
17548.599609375,"STR"
28189.599609375,"STR"
23826.69921875,"STR"
22358.599609375,"STR"
16628.19921875,"STR"
12322.099609375,"STR"
16132.400390625,"STR"
30396.599609375,"STR"
24701,"STR"
25438.599609375,"STR"
18000.30078125,"STR"
22064.400390625,"STR"
18554.099609375,"STR"
17128.80078125,"STR"
57130.5,"STR"
22592.69921875,"STR"
33378.8984375,"STR"
23276.19921875,"STR"
17470.80078125,"STR"
16658.19921875,"STR"
20372,"STR"
24542.5,"STR"
18401.599609375,"STR"
26142.599609375,"STR"
32918.1015625,"STR"
13854.7001953125,"STR"
19639.900390625,"STR"
16513.099609375,"STR"
32125.19921875,"STR"
39003.3984375,"STR"
26411,"STR"
26378.30078125,"STR"
9711.099609375,"STR"
24559.900390625,"STR"
17830.900390625,"STR"
16711.099609375,"STR"
23710.69921875,"STR"
10024.2001953125,"STR"
16707.099609375,"STR"
16389.400390625,"STR"
15263.099609375,"STR"
80246.5,"STR"
21235.5,"STR"
32051.30078125,"STR"
10010.2998046875,"STR"
23058.80078125,"STR"
16052.599609375,"STR"
17049.19921875,"STR"
12072.099609375,"STR"
24398.19921875,"STR"
8844.400390625,"STR"
14986.7001953125,"STR"
21805.30078125,"STR"
16542.69921875,"STR"
20737.5,"STR"
30034.5,"STR"
23137.599609375,"STR"
16095.099609375,"STR"
11553.599609375,"STR"
30554.69921875,"STR"
38237.8984375,"STR"
8270.599609375,"STR"
9583.2001953125,"STR"
30461.900390625,"STR"
10717.5,"STR"
26456.30078125,"STR"
21963.599609375,"STR"
20444.400390625,"STR"
13697.900390625,"STR"
20706.099609375,"STR"
24914.69921875,"STR"
21664.19921875,"STR"
38123.6015625,"STR"
25296.900390625,"STR"
31990.099609375,"STR"
24161,"STR"
22886,"STR"
37703.30078125,"STR"
22398.80078125,"STR"
29264.30078125,"STR"
33767.1015625,"STR"
26126.19921875,"STR"
18005.099609375,"STR"
25622.099609375,"STR"
80435.8984375,"STR"
12156,"STR"
37856.30078125,"STR"
15749.5,"STR"
31260.19921875,"STR"
23829.400390625,"STR"
11283.400390625,"STR"
19700.400390625,"STR"
22478.69921875,"STR"
37846.8984375,"STR"
33862.69921875,"STR"
14743.7998046875,"STR"
16962.19921875,"STR"
17632,"STR"
32076.5,"STR"
17153.099609375,"STR"
18723.099609375,"STR"
21333.099609375,"STR"
18343.19921875,"STR"
8785.900390625,"STR"
24440.599609375,"STR"
23572.69921875,"STR"
22592.400390625,"STR"
22100.5,"STR"
10480.2998046875,"STR"
15017.599609375,"STR"
34468.8984375,"STR"
8448.900390625,"STR"
42437.1015625,"STR"
18868.19921875,"STR"
10845.2001953125,"STR"
19802.599609375,"STR"
27969.400390625,"STR"
21853.099609375,"STR"
25782,"STR"
10960.5,"STR"
22870.80078125,"STR"
31063.80078125,"STR"
27205.30078125,"STR"
32085.099609375,"STR"
12588.2001953125,"STR"
25752.099609375,"STR"
23012.099609375,"STR"
23653.900390625,"STR"
21788.5,"STR"
18059.30078125,"STR"
8491.5,"STR"
23872.19921875,"STR"
18765.400390625,"STR"
38475.3984375,"STR"
33242.8984375,"STR"
16039.5,"STR"
20439.5,"STR"
22302.19921875,"STR"
40136.8984375,"STR"
20579.19921875,"STR"
19258.30078125,"STR"
19673.19921875,"STR"
28104,"STR"
12299.5,"STR"
30844.599609375,"STR"
23531.599609375,"STR"
22796.099609375,"STR"
25716.19921875,"STR"
35820.3984375,"STR"
37587.6015625,"STR"
25080.19921875,"STR"
21054.400390625,"STR"
20926,"STR"
12260.2998046875,"STR"
31130.599609375,"STR"
20076.69921875,"STR"
27615.900390625,"STR"
13463.7001953125,"STR"
29038.80078125,"STR"
31156.69921875,"STR"
14198,"STR"
29380,"STR"
77684.1015625,"STR"
25044.599609375,"STR"
10434.099609375,"STR"
25659.69921875,"STR"
20946.900390625,"STR"
17056.599609375,"STR"
23819.69921875,"STR"
21498.900390625,"STR"
25017.5,"STR"
11878.2998046875,"STR"
10685.599609375,"STR"
14592.400390625,"STR"
10340.400390625,"STR"
19001.599609375,"STR"
8887.2001953125,"STR"
24666.69921875,"STR"
33457.1015625,"STR"
19416.400390625,"STR"
36678.6015625,"STR"
23475.5,"STR"
24584,"STR"
18793.80078125,"STR"
22761.80078125,"STR"
36592.80078125,"STR"
20798.599609375,"STR"
16404.19921875,"STR"
28723.599609375,"STR"
20535.099609375,"STR"
17793.400390625,"STR"
20598,"STR"
81480.296875,"STR"
23776,"STR"
14234.2001953125,"STR"
22518.900390625,"STR"
20614.400390625,"STR"
20767.400390625,"STR"
30383,"STR"
20404,"STR"
19159.30078125,"STR"
26098.599609375,"STR"
23320.69921875,"STR"
23597.69921875,"STR"
26427.69921875,"STR"
21263.599609375,"STR"
24223.599609375,"STR"
16094.7998046875,"STR"
24061.900390625,"STR"
24132,"STR"
25389.5,"STR"
37557.80078125,"STR"
22022.900390625,"STR"
14776.7998046875,"STR"
27779,"STR"
17704.69921875,"STR"
19490.900390625,"STR"
21183.400390625,"STR"
15851,"STR"
18331.599609375,"STR"
21332.19921875,"STR"
27409.5,"STR"
32210.599609375,"STR"
9056.7998046875,"STR"
30771.599609375,"STR"
20028,"STR"
12172.5,"STR"
21106.900390625,"STR"
27472.599609375,"STR"
24530.900390625,"STR"
21020,"STR"
27791.599609375,"STR"
18556.400390625,"STR"
11205.400390625,"STR"
13905.400390625,"STR"
32334.69921875,"STR"
28148.900390625,"STR"
39383.80078125,"STR"
26123.80078125,"STR"
20875.599609375,"STR"
20269.599609375,"STR"
21026.30078125,"STR"
16957.900390625,"STR"
18766,"STR"
16687.5,"STR"
28598.30078125,"STR"
36538.3984375,"STR"
10669.7998046875,"STR"
30090.5,"STR"
13964.7001953125,"STR"
10777.900390625,"STR"
8420.900390625,"STR"
37008.5,"STR"
32849.1015625,"STR"
16881.19921875,"STR"
9067,"STR"
19250.599609375,"STR"
12698.2998046875,"STR"
28443.599609375,"STR"
41024.5,"STR"
38120.5,"STR"
19306.400390625,"STR"
23384.099609375,"STR"
18372.900390625,"STR"
39218,"STR"
18379.599609375,"STR"
13029.400390625,"STR"
34454.3984375,"STR"
