propidium_iodide,cell_length,time,state,PI_classification,experiment
0.7072086282,1026.985962,120,VIP205+IPTG,dead,exp3
1.215624531,1007.509216,120,VIP205+IPTG,dead,exp3
1.242188691,1009.460327,120,VIP205+IPTG,dead,exp3
1.3662319,1242.44458,120,VIP205+IPTG,dead,exp3
0.8157288651,944.065918,120,VIP205+IPTG,dead,exp3
0.5643504071,953.1502686,120,VIP205+IPTG,dead,exp3
0.8448991644,1039.46875,120,VIP205+IPTG,dead,exp3
1.355029125,1225.520874,120,VIP205+IPTG,dead,exp3
0.4132890632,939.9343262,120,VIP205+IPTG,dead,exp3
1.715100209,1097.328369,120,VIP205+IPTG,dead,exp3
1.615440757,1117.622437,120,VIP205+IPTG,dead,exp3
0.6922530439,842.5488892,120,VIP205+IPTG,dead,exp3
1.417980808,990.7548828,120,VIP205+IPTG,dead,exp3
1.263550291,925.7790527,120,VIP205+IPTG,dead,exp3
1.644429369,956.3012695,120,VIP205+IPTG,dead,exp3
1.142245123,979.2000122,120,VIP205+IPTG,dead,exp3
1.389873706,925.1790771,120,VIP205+IPTG,dead,exp3
1.76E-04,865.7789917,120,VIP205+IPTG,dead,exp3
-0.4975522236,935.6158447,120,VIP205+IPTG,alive,exp3
-0.5797511154,881.4960327,120,VIP205+IPTG,alive,exp3
1.268022137,876.0715332,120,VIP205+IPTG,dead,exp3
0.8062277997,946.0473633,120,VIP205+IPTG,dead,exp3
0.1397561459,969.6367798,120,VIP205+IPTG,dead,exp3
1.498954229,1651.238159,120,VIP205+IPTG,dead,exp3
1.65402028,1056.906128,120,VIP205+IPTG,dead,exp3
0.5330774888,876.0430298,120,VIP205+IPTG,dead,exp3
1.629515299,1826.593384,120,VIP205+IPTG,dead,exp3
1.82385659,1174.627075,120,VIP205+IPTG,dead,exp3
1.125449382,999.2351074,120,VIP205+IPTG,dead,exp3
0.8443528288,878.5032959,120,VIP205+IPTG,dead,exp3
1.201928869,1065.064941,120,VIP205+IPTG,dead,exp3
1.33279736,1163.721191,120,VIP205+IPTG,dead,exp3
-0.435545421,950.2991333,120,VIP205+IPTG,alive,exp3
1.834677534,1059.239258,120,VIP205+IPTG,dead,exp3
0.4804118907,877.3636475,120,VIP205+IPTG,dead,exp3
1.212354686,929.777771,120,VIP205+IPTG,dead,exp3
1.202301982,1086.156006,120,VIP205+IPTG,dead,exp3
1.164380733,871.3961182,120,VIP205+IPTG,dead,exp3
1.153161408,937.4403687,120,VIP205+IPTG,dead,exp3
1.396533007,960.6428223,120,VIP205+IPTG,dead,exp3
1.483379554,1104.260132,120,VIP205+IPTG,dead,exp3
1.307909522,1037.107178,120,VIP205+IPTG,dead,exp3
0.961781724,884.7272949,120,VIP205+IPTG,dead,exp3
1.079098299,996.5028076,120,VIP205+IPTG,dead,exp3
1.242248708,981.5189209,120,VIP205+IPTG,dead,exp3
0.9334615791,909.2822266,120,VIP205+IPTG,dead,exp3
0.7698015471,1065.609985,120,VIP205+IPTG,dead,exp3
1.387583701,930.2965088,120,VIP205+IPTG,dead,exp3
1.005369731,857.9650269,120,VIP205+IPTG,dead,exp3
1.233559771,1017.783997,120,VIP205+IPTG,dead,exp3
0.2326930857,922.9244385,120,VIP205+IPTG,dead,exp3
1.397673369,973.2609863,120,VIP205+IPTG,dead,exp3
1.251725517,1814.53894,120,VIP205+IPTG,dead,exp3
0.7630897854,914.7034302,120,VIP205+IPTG,dead,exp3
1.094213228,1009.072876,120,VIP205+IPTG,dead,exp3
1.783587894,1357.616211,120,VIP205+IPTG,dead,exp3
1.106711087,955.6705933,120,VIP205+IPTG,dead,exp3
1.513143379,1122.538452,120,VIP205+IPTG,dead,exp3
0.7812733769,890.0285645,120,VIP205+IPTG,dead,exp3
0.8116717241,1013.680115,120,VIP205+IPTG,dead,exp3
1.044522929,1138.869019,120,VIP205+IPTG,dead,exp3
1.037377901,901.1090698,120,VIP205+IPTG,dead,exp3
1.388802097,983.8899536,120,VIP205+IPTG,dead,exp3
1.062335688,992.1113892,120,VIP205+IPTG,dead,exp3
0.2284703429,863.708313,120,VIP205+IPTG,dead,exp3
1.369398599,1014.655029,120,VIP205+IPTG,dead,exp3
1.218067617,1268.698608,120,VIP205+IPTG,dead,exp3
1.17569862,893.7142944,120,VIP205+IPTG,dead,exp3
1.540999534,1093.552124,120,VIP205+IPTG,dead,exp3
1.113029989,864.5671387,120,VIP205+IPTG,dead,exp3
2.044624966,1076.596069,120,VIP205+IPTG,dead,exp3
1.419811165,1184.830933,120,VIP205+IPTG,dead,exp3
1.309205002,930.7058105,120,VIP205+IPTG,dead,exp3
0.9183837616,956.5823364,120,VIP205+IPTG,dead,exp3
1.337798197,1304.509399,120,VIP205+IPTG,dead,exp3
0.8996772313,1715.083374,120,VIP205+IPTG,dead,exp3
0.5336272958,910.3735962,120,VIP205+IPTG,dead,exp3
1.004074615,1068.175049,120,VIP205+IPTG,dead,exp3
1.61811815,1028.574585,120,VIP205+IPTG,dead,exp3
1.0276743,912.3280029,120,VIP205+IPTG,dead,exp3
1.063666249,968.7532959,120,VIP205+IPTG,dead,exp3
1.209723153,935.8605957,120,VIP205+IPTG,dead,exp3
1.120706569,963.4118042,120,VIP205+IPTG,dead,exp3
1.168000762,903.2515869,120,VIP205+IPTG,dead,exp3
1.649391492,1059.781494,120,VIP205+IPTG,dead,exp3
1.222191142,963.4880981,120,VIP205+IPTG,dead,exp3
1.513092118,952.7000732,120,VIP205+IPTG,dead,exp3
0.9693672486,846.6582031,120,VIP205+IPTG,dead,exp3
0.7310146769,891.1679688,120,VIP205+IPTG,dead,exp3
0.8538580316,995.7763672,120,VIP205+IPTG,dead,exp3
1.257158548,959.052124,120,VIP205+IPTG,dead,exp3
1.634920241,1055.011963,120,VIP205+IPTG,dead,exp3
1.119855232,901.6066895,120,VIP205+IPTG,dead,exp3
-0.2202842462,914.8483887,120,VIP205+IPTG,alive,exp3
0.8877620979,899.822998,120,VIP205+IPTG,dead,exp3
1.351970992,962.8043823,120,VIP205+IPTG,dead,exp3
1.892426127,1224.591919,120,VIP205+IPTG,dead,exp3
1.251223711,891.8844604,120,VIP205+IPTG,dead,exp3
1.399206544,1002.626953,120,VIP205+IPTG,dead,exp3
1.672605133,1013.169739,120,VIP205+IPTG,dead,exp3
1.674623581,959.9211426,120,VIP205+IPTG,dead,exp3
1.785981292,1189.050903,120,VIP205+IPTG,dead,exp3
1.334757466,929.651001,120,VIP205+IPTG,dead,exp3
0.4683632043,900.2902222,120,VIP205+IPTG,dead,exp3
1.478641879,1066.957642,120,VIP205+IPTG,dead,exp3
1.154309218,1109.082764,120,VIP205+IPTG,dead,exp3
1.40190714,950.4759521,120,VIP205+IPTG,dead,exp3
1.711959737,996.3634644,120,VIP205+IPTG,dead,exp3
1.003649819,1089.862183,120,VIP205+IPTG,dead,exp3
0.6517750821,963.9384766,120,VIP205+IPTG,dead,exp3
0.82602746,1011.513245,120,VIP205+IPTG,dead,exp3
0.9403469041,1289.670898,120,VIP205+IPTG,dead,exp3
0.1201907811,865.2554321,120,VIP205+IPTG,dead,exp3
1.237561447,1009.127869,120,VIP205+IPTG,dead,exp3
0.9907987152,1045.656006,120,VIP205+IPTG,dead,exp3
1.044792458,982.7827148,120,VIP205+IPTG,dead,exp3
1.600317016,1270.838379,120,VIP205+IPTG,dead,exp3
0.8823636855,979.4373779,120,VIP205+IPTG,dead,exp3
0.4122081049,860.1168213,120,VIP205+IPTG,dead,exp3
1.321879138,1078.310913,120,VIP205+IPTG,dead,exp3
1.044348478,1016.722107,120,VIP205+IPTG,dead,exp3
-1.040122593,955.0827637,120,VIP205+IPTG,alive,exp3
0.6747604687,956.2512207,120,VIP205+IPTG,dead,exp3
0.872971623,923.4405518,120,VIP205+IPTG,dead,exp3
1.279216998,1024.7854,120,VIP205+IPTG,dead,exp3
1.535260352,1084.363281,120,VIP205+IPTG,dead,exp3
-0.2203442526,876.8404541,120,VIP205+IPTG,alive,exp3
0.7018262228,906.7509155,120,VIP205+IPTG,dead,exp3
1.512014086,963.7335205,120,VIP205+IPTG,dead,exp3
0.9180546627,876.1115723,120,VIP205+IPTG,dead,exp3
1.480641164,1028.574951,120,VIP205+IPTG,dead,exp3
1.007594138,942.3755493,120,VIP205+IPTG,dead,exp3
1.074854596,914.9136963,120,VIP205+IPTG,dead,exp3
0.3213704825,908.9891357,120,VIP205+IPTG,dead,exp3
1.509568125,1338.928101,120,VIP205+IPTG,dead,exp3
1.874803867,1069.67395,120,VIP205+IPTG,dead,exp3
0.7326080102,1225.193604,120,VIP205+IPTG,dead,exp3
0.2741057291,854.7993774,120,VIP205+IPTG,dead,exp3
0.9172753984,1063.64563,120,VIP205+IPTG,dead,exp3
1.128837094,1002.950439,120,VIP205+IPTG,dead,exp3
1.143056112,1213.788086,120,VIP205+IPTG,dead,exp3
0.1834599338,1251.760132,120,VIP205+IPTG,dead,exp3
1.921549092,1273.061035,120,VIP205+IPTG,dead,exp3
1.538662166,1071.228882,120,VIP205+IPTG,dead,exp3
0.7544936726,1090.796875,120,VIP205+IPTG,dead,exp3
1.513774607,1402.204468,120,VIP205+IPTG,dead,exp3
1.451463736,1404.071167,120,VIP205+IPTG,dead,exp3
1.423028722,1188.873901,120,VIP205+IPTG,dead,exp3
0.9249267074,915.1335449,120,VIP205+IPTG,dead,exp3
1.055507246,1199.820679,120,VIP205+IPTG,dead,exp3
1.356882673,974.6400146,120,VIP205+IPTG,dead,exp3
1.0785806,906.4369507,120,VIP205+IPTG,dead,exp3
0.2787088547,905.1563721,120,VIP205+IPTG,dead,exp3
1.317895997,1132.259277,120,VIP205+IPTG,dead,exp3
0.9449019838,910.3774414,120,VIP205+IPTG,dead,exp3
0.8454523554,1192.508179,120,VIP205+IPTG,dead,exp3
1.080564133,879.7077026,120,VIP205+IPTG,dead,exp3
1.627278005,1030.946289,120,VIP205+IPTG,dead,exp3
1.107759157,996.4063721,120,VIP205+IPTG,dead,exp3
1.229442504,961.8616943,120,VIP205+IPTG,dead,exp3
0.333061113,855.7164917,120,VIP205+IPTG,dead,exp3
0.8633164383,1023.78772,120,VIP205+IPTG,dead,exp3
1.781476364,998.1032104,120,VIP205+IPTG,dead,exp3
1.915347044,1380.215454,120,VIP205+IPTG,dead,exp3
1.435259239,973.5112915,120,VIP205+IPTG,dead,exp3
-0.2731098744,921.6242065,120,VIP205+IPTG,alive,exp3
0.3330150625,877.694397,120,VIP205+IPTG,dead,exp3
0.4295628628,911.8362427,120,VIP205+IPTG,dead,exp3
1.409173247,972.7799683,120,VIP205+IPTG,dead,exp3
1.624425576,1016.730774,120,VIP205+IPTG,dead,exp3
1.096091545,1187.771606,120,VIP205+IPTG,dead,exp3
1.150513772,962.7957764,120,VIP205+IPTG,dead,exp3
1.588834742,958.7544556,120,VIP205+IPTG,dead,exp3
1.020205689,1013.362976,120,VIP205+IPTG,dead,exp3
1.559096819,1014.656311,120,VIP205+IPTG,dead,exp3
0.5619602155,974.6448975,120,VIP205+IPTG,dead,exp3
1.119111372,1197.78833,120,VIP205+IPTG,dead,exp3
0.7902943152,852.0339355,120,VIP205+IPTG,dead,exp3
1.227556181,1014.496094,120,VIP205+IPTG,dead,exp3
1.568486895,1819.574585,120,VIP205+IPTG,dead,exp3
1.269817682,1138.548096,120,VIP205+IPTG,dead,exp3
1.283826405,1009.521729,120,VIP205+IPTG,dead,exp3
0.3304681842,986.9370728,120,VIP205+IPTG,dead,exp3
1.400214885,981.0429077,120,VIP205+IPTG,dead,exp3
1.558047243,1222.144409,120,VIP205+IPTG,dead,exp3
0.194471399,994.1621704,120,VIP205+IPTG,dead,exp3
0.4304743351,892.8303223,120,VIP205+IPTG,dead,exp3
1.437418026,1034.170776,120,VIP205+IPTG,dead,exp3
1.11247587,947.263855,120,VIP205+IPTG,dead,exp3
1.270685837,904.8127441,120,VIP205+IPTG,dead,exp3
1.349941601,1351.147583,120,VIP205+IPTG,dead,exp3
0.8473666671,908.9011841,120,VIP205+IPTG,dead,exp3
1.177233543,1006.886841,120,VIP205+IPTG,dead,exp3
1.272969163,980.8656006,120,VIP205+IPTG,dead,exp3
1.635019228,1145.977173,120,VIP205+IPTG,dead,exp3
0.8885797701,905.0296021,120,VIP205+IPTG,dead,exp3
1.279177481,957.7952271,120,VIP205+IPTG,dead,exp3
1.164115886,934.5817261,120,VIP205+IPTG,dead,exp3
1.090383847,899.5891113,120,VIP205+IPTG,dead,exp3
1.134699333,913.1047363,120,VIP205+IPTG,dead,exp3
1.372067011,913.3371582,120,VIP205+IPTG,dead,exp3
0.9973985436,1098.503418,120,VIP205+IPTG,dead,exp3
1.207250131,1393.917725,120,VIP205+IPTG,dead,exp3
1.070231707,922.8237915,120,VIP205+IPTG,dead,exp3
0.2179314598,906.3080444,120,VIP205+IPTG,dead,exp3
0.6186624172,890.0292969,120,VIP205+IPTG,dead,exp3
1.313021155,1145.196289,120,VIP205+IPTG,dead,exp3
0.8411551389,898.222229,120,VIP205+IPTG,dead,exp3
1.412280694,1178.791382,120,VIP205+IPTG,dead,exp3
1.077396388,994.3414917,120,VIP205+IPTG,dead,exp3
0.7975096579,1164.314087,120,VIP205+IPTG,dead,exp3
-0.3142459462,910.1390991,120,VIP205+IPTG,alive,exp3
0.9307516817,931.3234253,120,VIP205+IPTG,dead,exp3
1.370019962,990.8944092,120,VIP205+IPTG,dead,exp3
-0.751728308,835.9790039,120,VIP205+IPTG,alive,exp3
1.001051656,1013.84198,120,VIP205+IPTG,dead,exp3
0.2458345012,914.5890503,120,VIP205+IPTG,dead,exp3
0.8744537067,1244.991089,120,VIP205+IPTG,dead,exp3
-0.5775926154,918.2617188,120,VIP205+IPTG,alive,exp3
1.43828694,1340.511597,120,VIP205+IPTG,dead,exp3
0.8448621288,1165.327148,120,VIP205+IPTG,dead,exp3
1.256383225,929.3234863,120,VIP205+IPTG,dead,exp3
1.156580372,913.1240234,120,VIP205+IPTG,dead,exp3
0.5861705358,982.164856,120,VIP205+IPTG,dead,exp3
1.414250298,1210.217041,120,VIP205+IPTG,dead,exp3
1.212917529,1015.677429,120,VIP205+IPTG,dead,exp3
1.191838363,923.3858643,120,VIP205+IPTG,dead,exp3
0.8097917896,903.111084,120,VIP205+IPTG,dead,exp3
0.8318774388,1227.032837,120,VIP205+IPTG,dead,exp3
1.066613866,949.8567505,120,VIP205+IPTG,dead,exp3
0.4502830421,939.5435791,120,VIP205+IPTG,dead,exp3
0.1710883199,962.0725098,120,VIP205+IPTG,dead,exp3
0.1605792106,964.7022705,120,VIP205+IPTG,dead,exp3
1.485299242,1251.220337,120,VIP205+IPTG,dead,exp3
1.350921974,954.4310913,120,VIP205+IPTG,dead,exp3
0.764555988,861.774292,120,VIP205+IPTG,dead,exp3
1.4587715,1008.494812,120,VIP205+IPTG,dead,exp3
1.128316311,1073.536865,120,VIP205+IPTG,dead,exp3
1.512100018,1162.285889,120,VIP205+IPTG,dead,exp3
1.233493424,938.291626,120,VIP205+IPTG,dead,exp3
1.355985639,954.2619629,120,VIP205+IPTG,dead,exp3
1.307839404,935.3867798,120,VIP205+IPTG,dead,exp3
1.340248323,1191.050537,120,VIP205+IPTG,dead,exp3
0.4201991942,1549.515259,120,VIP205+IPTG,dead,exp3
0.1255768396,903.3442383,120,VIP205+IPTG,dead,exp3
0.6471493747,939.6404419,120,VIP205+IPTG,dead,exp3
0.5909824818,901.7191772,120,VIP205+IPTG,dead,exp3
1.471231749,1150.711548,120,VIP205+IPTG,dead,exp3
1.3649217,1051.220703,120,VIP205+IPTG,dead,exp3
-1.59819005,962.1877441,120,VIP205+IPTG,alive,exp3
0.8918700222,875.4820557,120,VIP205+IPTG,dead,exp3
1.780421915,1144.434937,120,VIP205+IPTG,dead,exp3
0.9204109997,842.7060547,120,VIP205+IPTG,dead,exp3
-0.5667880806,1037.058838,120,VIP205+IPTG,alive,exp3
0.974657617,907.5253296,120,VIP205+IPTG,dead,exp3
1.142193759,986.2145386,120,VIP205+IPTG,dead,exp3
1.367627158,966.0638428,120,VIP205+IPTG,dead,exp3
1.574774767,937.7567139,120,VIP205+IPTG,dead,exp3
1.519045559,985.659668,120,VIP205+IPTG,dead,exp3
1.215281334,927.0662231,120,VIP205+IPTG,dead,exp3
0.7229653773,848.6702271,120,VIP205+IPTG,dead,exp3
0.1966713611,921.7237549,120,VIP205+IPTG,dead,exp3
0.9972668274,967.8347778,120,VIP205+IPTG,dead,exp3
0.8593890566,949.4902954,120,VIP205+IPTG,dead,exp3
0.9329757605,1229.9198,120,VIP205+IPTG,dead,exp3
1.219068448,963.6806641,120,VIP205+IPTG,dead,exp3
1.296697237,964.4970093,120,VIP205+IPTG,dead,exp3
1.095336853,1209.706787,120,VIP205+IPTG,dead,exp3
0.8564624249,941.3910522,120,VIP205+IPTG,dead,exp3
0.9620582699,1072.244263,120,VIP205+IPTG,dead,exp3
0.2442772027,900.0283203,120,VIP205+IPTG,dead,exp3
1.504743883,921.2028809,120,VIP205+IPTG,dead,exp3
0.9236882974,1017.984314,120,VIP205+IPTG,dead,exp3
1.216333662,1047.296265,120,VIP205+IPTG,dead,exp3
1.052939706,963.2811279,120,VIP205+IPTG,dead,exp3
0.9996184028,1021.304016,120,VIP205+IPTG,dead,exp3
0.3757351917,978.2556152,120,VIP205+IPTG,dead,exp3
1.162570611,884.6290283,120,VIP205+IPTG,dead,exp3
0.9096420126,1040.685547,120,VIP205+IPTG,dead,exp3
1.788161489,1293.320679,120,VIP205+IPTG,dead,exp3
0.565166539,913.9379883,120,VIP205+IPTG,dead,exp3
2.152274181,1208.71521,120,VIP205+IPTG,dead,exp3
1.062849515,891.8894043,120,VIP205+IPTG,dead,exp3
1.463650787,1032.498657,120,VIP205+IPTG,dead,exp3
1.357875113,1013.116516,120,VIP205+IPTG,dead,exp3
1.692324816,980.8433838,120,VIP205+IPTG,dead,exp3
0.6704507714,902.9520874,120,VIP205+IPTG,dead,exp3
1.188894001,1068.215576,120,VIP205+IPTG,dead,exp3
1.011633512,1043.862061,120,VIP205+IPTG,dead,exp3
0.9477659218,917.9916382,120,VIP205+IPTG,dead,exp3
1.117807565,937.0795898,120,VIP205+IPTG,dead,exp3
0.7248309127,902.9415283,120,VIP205+IPTG,dead,exp3
0.3734320473,998.9302368,120,VIP205+IPTG,dead,exp3
1.878098208,1362.055176,120,VIP205+IPTG,dead,exp3
0.9733024341,999.2631226,120,VIP205+IPTG,dead,exp3
0.8978860891,876.6896362,120,VIP205+IPTG,dead,exp3
0.2511470546,947.0760498,120,VIP205+IPTG,dead,exp3
1.396480267,929.8963013,120,VIP205+IPTG,dead,exp3
1.142886524,968.0686035,120,VIP205+IPTG,dead,exp3
1.184516571,859.7944336,120,VIP205+IPTG,dead,exp3
1.101434408,1154.109863,120,VIP205+IPTG,dead,exp3
0.4366882095,864.8465576,120,VIP205+IPTG,dead,exp3
1.258517306,936.9837646,120,VIP205+IPTG,dead,exp3
1.610124146,991.2113647,120,VIP205+IPTG,dead,exp3
0.4417194235,1082.843628,120,VIP205+IPTG,dead,exp3
0.9996585087,989.4356689,120,VIP205+IPTG,dead,exp3
1.685049693,1089.964722,120,VIP205+IPTG,dead,exp3
0.8171139652,1068.773926,120,VIP205+IPTG,dead,exp3
0.9799599314,902.4818726,120,VIP205+IPTG,dead,exp3
1.659043457,1617.244507,120,VIP205+IPTG,dead,exp3
0.4091533517,893.8369141,120,VIP205+IPTG,dead,exp3
1.61865138,999.2731323,120,VIP205+IPTG,dead,exp3
0.5868045925,1017.161987,120,VIP205+IPTG,dead,exp3
0.7859348431,875.6825562,120,VIP205+IPTG,dead,exp3
0.9351541501,946.7717896,120,VIP205+IPTG,dead,exp3
0.5447411039,944.1956177,120,VIP205+IPTG,dead,exp3
1.147856146,876.6455078,120,VIP205+IPTG,dead,exp3
1.191928909,945.637085,120,VIP205+IPTG,dead,exp3
1.3521388,971.4248657,120,VIP205+IPTG,dead,exp3
1.173148714,1140.639526,120,VIP205+IPTG,dead,exp3
1.495942759,934.1665649,120,VIP205+IPTG,dead,exp3
1.478812856,929.5981445,120,VIP205+IPTG,dead,exp3
1.215342958,1265.404663,120,VIP205+IPTG,dead,exp3
0.6450080391,914.6412354,120,VIP205+IPTG,dead,exp3
0.4295449038,805.7973022,120,VIP205+IPTG,dead,exp3
1.425787801,2403.500488,120,VIP205+IPTG,dead,exp3
1.780112995,1090.501099,120,VIP205+IPTG,dead,exp3
1.185443096,886.1538696,120,VIP205+IPTG,dead,exp3
1.289963971,1170.470337,120,VIP205+IPTG,dead,exp3
1.312003034,972.6383667,120,VIP205+IPTG,dead,exp3
1.407537613,968.5279541,120,VIP205+IPTG,dead,exp3
1.253209443,1194.732544,120,VIP205+IPTG,dead,exp3
0.3203398807,1019.24408,120,VIP205+IPTG,dead,exp3
1.223421917,1006.087769,120,VIP205+IPTG,dead,exp3
1.55702622,1337.612427,120,VIP205+IPTG,dead,exp3
0.9777255736,1053.840454,120,VIP205+IPTG,dead,exp3
1.319227166,1016.549072,120,VIP205+IPTG,dead,exp3
-0.0218934834,953.4852295,120,VIP205+IPTG,alive,exp3
1.035717483,943.4825439,120,VIP205+IPTG,dead,exp3
0.9433536221,868.7977905,120,VIP205+IPTG,dead,exp3
0.7327861085,840.3793335,120,VIP205+IPTG,dead,exp3
1.586120545,1168.320801,120,VIP205+IPTG,dead,exp3
1.057482032,859.2993164,120,VIP205+IPTG,dead,exp3
1.521407845,1118.203369,120,VIP205+IPTG,dead,exp3
0.2218531895,918.9326172,120,VIP205+IPTG,dead,exp3
1.362495602,953.7146606,120,VIP205+IPTG,dead,exp3
1.152560764,1008.577759,120,VIP205+IPTG,dead,exp3
1.714784865,1044.228882,120,VIP205+IPTG,dead,exp3
1.354757811,1121.525757,120,VIP205+IPTG,dead,exp3
1.358704536,1018.337952,120,VIP205+IPTG,dead,exp3
1.030052828,1194.512573,120,VIP205+IPTG,dead,exp3
0.9542116174,904.7332764,120,VIP205+IPTG,dead,exp3
0.5881251392,948.572998,120,VIP205+IPTG,dead,exp3
1.799745775,1087.702881,120,VIP205+IPTG,dead,exp3
1.014681467,950.7646484,120,VIP205+IPTG,dead,exp3
1.057917487,1121.639526,120,VIP205+IPTG,dead,exp3
1.271188858,1113.295532,120,VIP205+IPTG,dead,exp3
0.8622863454,984.8311768,120,VIP205+IPTG,dead,exp3
0.9340920172,959.9572754,120,VIP205+IPTG,dead,exp3
0.7593830774,952.3599243,120,VIP205+IPTG,dead,exp3
1.659801219,1516.089111,120,VIP205+IPTG,dead,exp3
1.589848484,1712.651123,120,VIP205+IPTG,dead,exp3
1.266135568,1026.057007,120,VIP205+IPTG,dead,exp3
0.9016692127,861.920105,120,VIP205+IPTG,dead,exp3
1.860303587,1208.062378,120,VIP205+IPTG,dead,exp3
0.9746208549,996.0296021,120,VIP205+IPTG,dead,exp3
1.632715553,1210.029419,120,VIP205+IPTG,dead,exp3
0.07128087787,902.4092407,120,VIP205+IPTG,dead,exp3
1.245767108,923.2350464,120,VIP205+IPTG,dead,exp3
1.494436854,991.9221191,120,VIP205+IPTG,dead,exp3
1.106733524,908.744812,120,VIP205+IPTG,dead,exp3
1.547253437,1295.86438,120,VIP205+IPTG,dead,exp3
1.774628613,1654.979004,120,VIP205+IPTG,dead,exp3
0.6898953184,896.1837158,120,VIP205+IPTG,dead,exp3
1.509996033,1593.464844,120,VIP205+IPTG,dead,exp3
1.487656812,1057.672119,120,VIP205+IPTG,dead,exp3
1.017205779,930.6083374,120,VIP205+IPTG,dead,exp3
1.157665272,997.3693237,120,VIP205+IPTG,dead,exp3
1.621023894,1135.97583,120,VIP205+IPTG,dead,exp3
0.9597874593,880.1021729,120,VIP205+IPTG,dead,exp3
1.465973762,1048.199219,120,VIP205+IPTG,dead,exp3
1.347145357,1175.028931,120,VIP205+IPTG,dead,exp3
1.866196943,1221.03125,120,VIP205+IPTG,dead,exp3
1.377269141,1190.321533,120,VIP205+IPTG,dead,exp3
1.196161883,1051.862793,120,VIP205+IPTG,dead,exp3
1.284644272,909.6643066,120,VIP205+IPTG,dead,exp3
1.519577486,1000.990173,120,VIP205+IPTG,dead,exp3
1.280388412,1131.867065,120,VIP205+IPTG,dead,exp3
1.752510571,1091.557129,120,VIP205+IPTG,dead,exp3
1.200727801,971.8809204,120,VIP205+IPTG,dead,exp3
1.040925925,921.5999756,120,VIP205+IPTG,dead,exp3
0.9120495419,1009.444946,120,VIP205+IPTG,dead,exp3
1.384138138,1079.888428,120,VIP205+IPTG,dead,exp3
1.561492288,1123.154297,120,VIP205+IPTG,dead,exp3
1.073001202,1233.896606,120,VIP205+IPTG,dead,exp3
0.5602419071,1054.816162,120,VIP205+IPTG,dead,exp3
1.048325546,1023.749878,120,VIP205+IPTG,dead,exp3
0.7402596567,838.3406982,120,VIP205+IPTG,dead,exp3
0.8502816569,929.1464233,120,VIP205+IPTG,dead,exp3
1.169244929,905.1287842,120,VIP205+IPTG,dead,exp3
1.445692209,1262.191895,120,VIP205+IPTG,dead,exp3
1.330405329,1058.253784,120,VIP205+IPTG,dead,exp3
1.295479407,1275.27417,120,VIP205+IPTG,dead,exp3
1.235786192,1001.546143,120,VIP205+IPTG,dead,exp3
1.13058322,881.4661255,120,VIP205+IPTG,dead,exp3
1.370849647,1212.114868,120,VIP205+IPTG,dead,exp3
0.8676916264,976.0740967,120,VIP205+IPTG,dead,exp3
1.610889934,1036.498047,120,VIP205+IPTG,dead,exp3
1.399991017,983.1591187,120,VIP205+IPTG,dead,exp3
1.03042681,1163.169434,120,VIP205+IPTG,dead,exp3
0.6973242424,970.751709,120,VIP205+IPTG,dead,exp3
0.7853830748,931.1088257,120,VIP205+IPTG,dead,exp3
-0.01206274843,1057.652588,120,VIP205+IPTG,alive,exp3
0.8494931963,905.116394,120,VIP205+IPTG,dead,exp3
